question_en,file_name,vote_id,summary,similarity_score,match_id
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.6095473170280457,4547cfac4d5ff73b08ee5853bb14f3a2ce1fd56423fd4fb114634b71116a7d84
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",0.6060766577720642,7262c0ec1d89e8356552bb4edb5e3eddd8f7cb8acb6e9796f1a17266742575d2
"QA12. Thinking about EU’s response to the coronavirus pandemic, to what extent do you trust or not the EU to make the right decisions in the future?   ",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.6057369709014893,db60c58ad05f0ceeb7a3ae210afac93f7b1e86f8bc54821fc3c719441cc60687
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ",,116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference in capacity between the Member States’ healthcare systems, and demonstrated that, in circumstances where an unexpected health threat emerges, some Member States may become reliant on their neighbouring countries having sufficiently resilient systems…",0.6036213636398315,60f0316fc23ddb9a7878944eacebaa7294adb74c98e4075470f3c8b7a9f7f78e
"QC1.3. In general, how satisfied are you with the measures taken to fight the coronavirus pandemic by….? :-The European Union",,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",0.603588342666626,84f257bf2ebaec1c21022ae8c07fe9d03a05108c45cc96bae67ff4dee6496fb7
Q1 When would you like to get vaccinated against COVID-19 (coronavirus)? | Base: All,,117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",0.6030470132827759,3b92e3b5a1a4c6120f6db2f427f1a8fc119b822aa1bd7f4df1be7dddad171236
QA14 The Coronavirus crisis made you reflect on the future of the European Union:,,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",0.6027792096138,b6b535196fc58ee845d89317f748383496e55eab5dc0ea70ac49e691fdc84ed8
Q5_5 To what extent do you agree or disagree with each of the following statements? The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY) | Base: All,,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.6022363901138306,3c66e7ea3678f1dbeef52d6e7bbd3876033356a2d1ba0cebb1a9d303680f1bd8
"Q2b_4 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I am worried about the side effects of Covid-19 vaccines | Base: If ""Later"" or ""Never"" in Q1",,117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",0.6005656123161316,e32a5e08d2e95f21d286fc5944bfc8d46e04aa98c5d2cf3f896ea48be7cd0110
QA14 The Coronavirus crisis made you reflect on the future of the European Union:,,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.5996856093406677,653ef10cbe8c6393400f3d213bb08cee874a3504fb04298baa1ca117f0204110
"Q13 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide a recovery plan of 650 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.5994802713394165,edebad5e50a747629473aa2221d740a1a8952e6664b8e99d9684edf5dded2d57
"QB3.4. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it.  :-Implementation of new measures at the EU level to improve gender equality in the workplace",,126258,"The European Parliament adopted by 505 votes to 146, with 37 abstentions, a resolution on the need for a dedicated Council configuration on gender equality.
The resolution was tabled by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
Parliament recalled that gender equality is a fundamental value and a key objective of the European Union and that an intersectional horizontal perspective is essential in order to recognise and address the multiple threats of discrimination based on gender and gender identity.
According to the Gender Equality Index 2020 of the European Institute for Gender Equality (EIGE), no EU country has yet fully achieved equality between women and men. EU progress on gender equality is still slow, with the index score…",0.5990868210792542,385a765e57d3fa36889874f515806620c1f19796904f2f9fe677590a541e8254
Q2 Does the euro contribute to make you feel European? | Base: All,,129471,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",0.5990418195724487,7678dc8b0b1029204f9cd2187a7d3018d30014357cbb6a9ac76848c3b95f822f
"QA19. If a vaccine against COVID-19 (coronavirus) is authorised by public authorities and available for you, when would you like to get vaccinated?",,117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",0.5983520150184631,40b487164b4d33cb261c1653b70691cb5b1ce03248a5e224b7ddce963076cd34
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ",,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.5973635911941528,68385dc5db148974499510b560479b266ea97acef3ecb6bb678ae3be1966a88f
"QB8. In your opinion, which of the following objectives should be given top priority in the European Green Deal, the EU’s plan to protect the environment and fight climate change? (MAX. 4 ANSWERS)",,110615,"The European Parliament adopted by 429 votes to 225, with 19 abstentions, a resolution on climate and environmental emergency.
The text adopted in plenary had been tabled as a joint resolution by the S&D, Renew and GUE/NGL groups.
Parliament declared a climatic and environmental emergency, considering that immediate and ambitious action is crucial to limiting global warming to 1.5ºC and avoiding a massive loss of biodiversity. It undertook to take urgent and concrete measures to combat and contain this threat before it is too late. It also called on the Commission, Member States and all global actors to do the same.
The new Commission to:
- assess the climate and environmental impact of all relevant legislative and budgetary proposals, and…",0.5966910123825073,5dbeb97fb10137bbaabe319679be1f48478c3e2af9477b14e69a9680cedba28b
"Q1_2 Generally speaking, do you think that…? Having the euro is a good or bad thing for the EU. | Base: All",,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5964193344116211,2427e6d99ff4f29764c196b664676e813f653d047c49383a26872ebba789d4e0
"QA19.2. If a vaccine against COVID-19 (coronavirus) is authorised by public authorities and available for you, when would you like to get vaccinated?",,117283,"Virus might stay active for several months, until an efficient and safe vaccine is supplied
Common definition needed for a positive COVID-19 case, for a death by COVID-19 and for recovery from infection
Influenza season likely to increase the number of people who should be tested",0.596066415309906,9ca23ee6221f72431cc31cc99cca5f3bb1894d91fdc6790e0697cf7067d5b1e2
Q8_3 Do you think that the euro...? Has made it easier to do business in different EU countries | Base: All,,134347,"Erosion of EU values jeopardises the European Union as a whole
Commission’s approach welcomed, but needs various improvements
Need for a comprehensive mechanism with specific recommendations for future annual reports",0.5958243608474731,ee67c772e4e4678101fb83811802c0fd88d3a69749115e40770b44a3b38a3fcc
"QB5. The European Union has designed a recovery plan of 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",,114514,"Recovery fund must be added to the long-term EU budget, not serve as an argument to reduce it
Commission should abstain from using “financial wizardry” or misleading figures
Funds to be disbursed mostly through grants",0.5935867428779602,9cc931d0842d55a4a2307494d79c2f4167ef08dbd5cf3ab2ffd51731f15692ce
QA14 The Coronavirus crisis made you reflect on the future of the European Union:,,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.5920742154121399,d6266c97aab3dc72edd1fc1b37c7f7451d52fafe5422a654cff2529cab687df7
Q5_5 To what extent do you agree or disagree with each of the following statements? The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY) | Base: All,,125484,"The European Parliament adopted by 593 votes to 50, with 50 abstentions, a resolution on the EU Trade Policy Review.
Following the COVID-19 outbreak in 2020 global supply chains and production lines have been disrupted, bringing to the fore the fact that the EU is dependent on non-EU sources, especially for some strategic sectors such as the medical and the pharmaceutical sectors. According to the resolution, the EU was already lagging behind other economies in terms of competitiveness before the pandemic. The disruption to international trade resulting from the COVID-19 pandemic has now exacerbated already significant economic losses.
The EU’s trade policy review is taking place at a time when globally many politically-steered actions are…",0.59199458360672,92e66e75306ee6b0f4d808c20dc2ed4b6eee9c0730a206bf847344f89e89256e
"QA32.1 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-A recovery plan of 750 billion euros supporting the economy through grants and loans (Next Generation EU).",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.5914896726608276,10cf9c8946e709a2643790f1c4bc249cf920431840a6aaa25681031860a552d4
"QA13.3. Thinking about the consequences of the coronavirus pandemic, to what extent do you agree or disagree with the following statements?:-   The EU should be given the means to better deal in the future with crises, such as the coronavirus pandemic ",,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, democracy and human rights, and to promote its values and interests more decisively worldwide. To achieve this, the EU first has to successfully assist its partners in the immediate neighbourhood…",0.5906796455383301,81acd1028aba2a319a41d447b502fd4307156fc7ef300012726c57cdfbc47c48
"QB5. In your opinion, which of the following objectives should be given top priority in a European Green Deal, a set of measures to protect the environment and fight climate change? (MAX. 4 ANSWERS)",,117284,"The European Parliament adopted by 593 votes to 80, with 13 abstentions, a resolution tabled by the Committee on the Environment, Public Health and Food Safety on the European Year of Greener Cities 2022.
Members pointed out that 72% of EU citizens now live in towns and cities or in the suburbs, and that the share of the urban population continues to grow and could reach 80% in 2020. These figures underline the important role that greener cities can play in achieving the objectives of the Paris agreement and in strengthening the EU's capacity to adapt to climate change.
The Commission is invited to establish a new European strategy for greener cities and to propose measures in the framework of the European green deal to address in particular…",0.5892109274864197,b168bec836c21caafccc54107e3899ee9d17b08d48d99c5f5ba0dd392f7dffb9
QA9.3. To what extent do you agree or disagree with each of the following statements?:-  More decisions should be taken at EU level,,134350,"The European Parliament adopted by 620 votes to 20, with 51 abstentions, a resolution on European Union regulatory fitness and subsidiarity and proportionality - report on Better Law Making covering the years 2017, 2018 and 2019.
The report recalled the importance that the principle of subsidiarity as enshrined in Article 5 of the TEU, according to which decisions must be taken at the most appropriate policy level and as closely as possible to citizens and businesses, is constantly respected and that action at EU level is justified in the light of the possibilities available at national, regional or local level, while respecting the following three fundamental processes: retrospective assessment, impact assessment and consultation of…",0.5890473127365112,73a2eec42d80dbc2a136f4601dc44eab9454b20ce1a21da460a29f6cdc975a87
"QC1.3. In general, how satisfied are you with the measures taken to fight the coronavirus pandemic by….? :-The European Union",,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.588413655757904,fa26a2e2ac52a41c4000bdf895e162dface647a2a2854515dc94b311b1f814ae
"QE3.9. Please tell to what extent you agree or disagree with each of the following statements. :-The EU should invest massively in renewable energies, such as wind and solar power",,131710,"The European Parliament adopted by 542 votes to 111, with 42 abstentions, on a European strategy for energy system integration.
Members endorsed the direction set out by the Commission in its communication on a strategy for energy system integration, namely a prioritisation of energy efficiency and savings, decarbonisation of end-uses through direct electrification, and renewable and low-carbon fuels for applications where there is no other choice.
Recalling that the energy transition will require between EUR 520 and EUR 575 billion of annual investment in infrastructure and renewable energy deployment, Parliament called for a coherent long-term approach in a spirit of solidarity and cooperation, as well as a stable regulatory framework for…",0.5873701572418213,d8ccde8abd2bc0bdb6d6f135867c64f25231aa7c48e663f7fc87008317dd2f99
"Q11 Generally speaking, are you personally more in favour or against the idea of introducing the euro in (THIS COUNTRY)? | Base: All",,129471,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",0.587306797504425,aecdfe9f16de2e8ab04eadaa51b2a863e2a20c7b08c911f18c61f5a4a82f378e
"QA20.2 And in your opinion, at what level can we deal with each of the following areas most efficiently?:-Gender equality (N)",,126258,"The European Parliament adopted by 505 votes to 146, with 37 abstentions, a resolution on the need for a dedicated Council configuration on gender equality.
The resolution was tabled by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
Parliament recalled that gender equality is a fundamental value and a key objective of the European Union and that an intersectional horizontal perspective is essential in order to recognise and address the multiple threats of discrimination based on gender and gender identity.
According to the Gender Equality Index 2020 of the European Institute for Gender Equality (EIGE), no EU country has yet fully achieved equality between women and men. EU progress on gender equality is still slow, with the index score…",0.5868011713027954,0f862231cfafadb59bb0f05daade15f556d3745010ff25c1f6366e17317eb4ae
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)",,124017,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5854232907295227,ac65b5294a8743097de1ff9b9c3a79d8aee6039a9fd5b18a1ca0201078ff66de
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)",,124015,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5854232907295227,785d3ba020d9c5a57c12cc6e012ae7421829ea244a9822c643c398b676a88af9
"QA11 And over the next 10 years, would you like to see an increase, decrease or no change in EU financial support to farmers? (ONE ANSWER ONLY)",,124019,"More support for those who apply climate- and environmentally-friendly practices
Annual direct payments capped at €100 000, more support for SMEs
Tailor-made measures to help farmers deal with crises
Higher sanctions when someone repeatedly infringes rules, e.g. on environment or animal welfare",0.5854232907295227,76a0df6ecfa9727e96c77aebb3837864dbd363aa182b9a0975dd06fcc6b2ed5b
"QC2. Thinking about the EU's response to the coronavirus pandemic, to what extent do you trust the EU or not to make the right decisions in the future?",,134333,"The European Parliament adopted by 443 votes to 40, with 209 abstentions, a resolution on the role of the EU’s development cooperation and humanitarian assistance in addressing the consequences of the COVID-19 pandemic.
COVID-19 is a global pandemic affecting every country in the world but the economic and social impact of the pandemic has been felt most strongly in developing countries. The pandemic has greatly exacerbated the existing debt problems of developing countries, undermining their efforts to mobilise sufficient resources to achieve the Sustainable Development Goals (SDGs).
The economic consequences of the measures taken to tackle the COVID-19 pandemic in developing countries will exacerbate existing inequalities and…",0.5846564769744873,32444d1f7135aa69f6933b188ea745f5b80cabc7fad50003830b1db3b47ead6a
QE3.13. Please tell to what extent you agree or disagree with each of the following statements. :-EU Member States should jointly buy energy from other countries to get a better price,,131710,"The European Parliament adopted by 542 votes to 111, with 42 abstentions, on a European strategy for energy system integration.
Members endorsed the direction set out by the Commission in its communication on a strategy for energy system integration, namely a prioritisation of energy efficiency and savings, decarbonisation of end-uses through direct electrification, and renewable and low-carbon fuels for applications where there is no other choice.
Recalling that the energy transition will require between EUR 520 and EUR 575 billion of annual investment in infrastructure and renewable energy deployment, Parliament called for a coherent long-term approach in a spirit of solidarity and cooperation, as well as a stable regulatory framework for…",0.5839303135871887,e3c643d88c79b11aee896d2823f35371dfff0ba7c2308db1dc6a5d15d5bf7b43
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),,116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference in capacity between the Member States’ healthcare systems, and demonstrated that, in circumstances where an unexpected health threat emerges, some Member States may become reliant on their neighbouring countries having sufficiently resilient systems…",0.5833286643028259,4d00dee82e3f1d4ed0cee639a27aabf4f7dee67e6cec5308cc9df37164a3ff73
QA12.3. To what extent do you agree or disagree with each of the following statements? :-More decisions should be taken at EU level,,134350,"The European Parliament adopted by 620 votes to 20, with 51 abstentions, a resolution on European Union regulatory fitness and subsidiarity and proportionality - report on Better Law Making covering the years 2017, 2018 and 2019.
The report recalled the importance that the principle of subsidiarity as enshrined in Article 5 of the TEU, according to which decisions must be taken at the most appropriate policy level and as closely as possible to citizens and businesses, is constantly respected and that action at EU level is justified in the light of the possibilities available at national, regional or local level, while respecting the following three fundamental processes: retrospective assessment, impact assessment and consultation of…",0.5830386281013489,87bfbde4335c0003375a99f0f78cb99633524ce558def73e3745d97e64d61c57
"QB5. The European Union has designed a recovery plan of 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",,108807,"The European Parliament rejected by 53 votes to 526, with 82 abstentions, the proposal for a decision of the European Parliament and of the Council amending Decision (EU) 2019/276 as regards adjustments to the amounts mobilised from the Flexibility Instrument for 2019 to be used for migration, refugee inflows and security threats.
The resolution recalled that on 12 December 2018, the European Parliament and the Council decided to mobilise the flexibility instrument for the financial year 2019 for an amount of EUR 1 164 million:
- EUR 179 million for heading 1a (Competitiveness for Growth and Jobs) to reinforce key competitiveness programmes (namely Horizon 2020 and Erasmus+);…",0.5826520919799805,cc57f82cb90aa4c8d407369a0c370ceafc49e61929f0111282d4cdccf2a2b5e6
QA28 To what extent do you agree with the following statement: the EU should have more competences to deal with crises such as the Coronavirus outbreak?,,125484,"The European Parliament adopted by 593 votes to 50, with 50 abstentions, a resolution on the EU Trade Policy Review.
Following the COVID-19 outbreak in 2020 global supply chains and production lines have been disrupted, bringing to the fore the fact that the EU is dependent on non-EU sources, especially for some strategic sectors such as the medical and the pharmaceutical sectors. According to the resolution, the EU was already lagging behind other economies in terms of competitiveness before the pandemic. The disruption to international trade resulting from the COVID-19 pandemic has now exacerbated already significant economic losses.
The EU’s trade policy review is taking place at a time when globally many politically-steered actions are…",0.5816607475280762,2c139d207f297d793bd4b5c07f7a8b2c16dc0c654d7c4917c36f14b1ebfc4b82
Q5_2 To what extent do you agree or disagree with each of the following statements? Public authorities are not sufficiently transparent about COVID-19 vaccines | Base: All,,133728,"The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been produced.
Expressing its deep concern about the evolution of the pandemic, particularly in low- and middle-income countries, Parliament called for support for negotiations on the text of a temporary waiver of the World Trade Organisation (WTO) Agreement…",0.579898476600647,4645f358a8d88d4fe207bfed09a8acdfbafd680419c481b5d24e6c0264d71a87
QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,,126261,"The European Parliament adopted by 550 votes to 80, with 59 abstentions, a resolution on the EU strategy on adaptation to climate change.
According to estimates by the European Environment Agency (EEA), extreme weather and climate events accounted for EUR 426 billion in monetary terms in the EU-28 over the period 1980-2017. Damage costs from climate change are expected to be high, even if the Paris Agreement is implemented. Only an ambitious global mitigation policy can significantly reduce climate change and its consequences.
The resolution called for a improved focus and increased attention to adaptation in its new strategy. The strategy should be an integral part of the European Green Deal and an opportunity for the EU to take the global…",0.5797654390335083,cae05c562d433ec26f050f8ad7bd3a9fb3f2a0dc22cf6e527e0b66ceb50cff56
Q8_1 Do you think that the euro...? Has made travelling easier and less costly | Base: All,,129471,"The European Parliament adopted by 494 votes to 94, with 100 abstentions, a resolution on strengthening the international role of the euro.
Despite the economic weight of the euro area and its influence in world trade, the use of the euro lags considerably behind that of the US dollar as a store of value and as an invoicing currency, but is close to that of the dollar in terms of the proportion of international payments. The euro remains the second most important currency in the international monetary system but its global potential has not yet been fully realised.
Despite the euro area’s economic size and influence in global trade, the euro lags behind the US dollar by a wide margin in terms of its use as an international reserve currency…",0.5793346762657166,d672eabf3fb731915d5b3fdfa5aec1bbb366120d48eb4853c1c2984cee0efe83
"QB6.5. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-  A common energy policy among EU Member States",,131710,"The European Parliament adopted by 542 votes to 111, with 42 abstentions, on a European strategy for energy system integration.
Members endorsed the direction set out by the Commission in its communication on a strategy for energy system integration, namely a prioritisation of energy efficiency and savings, decarbonisation of end-uses through direct electrification, and renewable and low-carbon fuels for applications where there is no other choice.
Recalling that the energy transition will require between EUR 520 and EUR 575 billion of annual investment in infrastructure and renewable energy deployment, Parliament called for a coherent long-term approach in a spirit of solidarity and cooperation, as well as a stable regulatory framework for…",0.5792391896247864,abf070e1e3cafc46c5ddcf57e65be5f82665bd4801ebe6a8c48e98f2b41e3df5
"QA32.3 How effective or not do you think that each of the following measures decided by the European Union is, to respond to the economic effects of the Coronavirus pandemic?:-Allowing national governments to make public deficit to support the economy in these exceptional circumstances.",,125484,"The European Parliament adopted by 593 votes to 50, with 50 abstentions, a resolution on the EU Trade Policy Review.
Following the COVID-19 outbreak in 2020 global supply chains and production lines have been disrupted, bringing to the fore the fact that the EU is dependent on non-EU sources, especially for some strategic sectors such as the medical and the pharmaceutical sectors. According to the resolution, the EU was already lagging behind other economies in terms of competitiveness before the pandemic. The disruption to international trade resulting from the COVID-19 pandemic has now exacerbated already significant economic losses.
The EU’s trade policy review is taking place at a time when globally many politically-steered actions are…",0.5788666605949402,f82a8aa45b5a2517120d01ae0602b3122fa117eb042d14f8ab959a073ea7bdcc
QA18.4. To what extent do you agree or disagree with each of the following statements?:- The European Union is playing a key role in ensuring that we can have access to COVID-19 vaccines in (OUR COUNTRY),,133728,"The European Parliament adopted by 355 votes to 263, with 71 abstentions, a resolution on ‘Meeting the global COVID-19 challenge’.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew and Greens/EFA groups.
Members recalled that there have been approximately 172 000 000 cases of COVID-19, resulting in over 3.7 million deaths worldwide and that 11 billion doses are needed to vaccinate 70 % of the world’s population, although only a fraction of this amount has been produced.
Expressing its deep concern about the evolution of the pandemic, particularly in low- and middle-income countries, Parliament called for support for negotiations on the text of a temporary waiver of the World Trade Organisation (WTO) Agreement…",0.5780349373817444,fe813242a030ef54481511836f8c45398caece16dbbb2153e2bfb11f3e829f4e
