question_id,question_text,file_name,vote_id,vote_summary,similarity_score,llm_score,llm_explanation,llm_go
QD2_5,QD2.5. The EU has taken a series of actions as a response to Russia’s invasion of Ukraine. To what extent you agree or disagree with each of these actions taken?:-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,143769,"The European Parliament adopted by 438 votes to 65, with 94 abstentions, a recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy on the EU’s Foreign, Security and Defence Policy after the Russian war of aggression against Ukraine.
Parliament reiterated its strong support for Ukraine’s territorial integrity, sovereignty and independence within its internationally recognised borders. It recommended providin",0.6813873648643494,10,"The vote is about granting candidate status to Ukraine as a potential EU member, which is directly related to the survey question about actions taken by the EU in response to Russia's invasion of Ukraine.",True
QE2_7,QE2.7. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,143769,"The European Parliament adopted by 438 votes to 65, with 94 abstentions, a recommendation to the Council and the Vice-President of the Commission / High Representative of the Union for Foreign Affairs and Security Policy on the EU’s Foreign, Security and Defence Policy after the Russian war of aggression against Ukraine.
Parliament reiterated its strong support for Ukraine’s territorial integrity, sovereignty and independence within its internationally recognised borders. It recommended providin",0.6813516020774841,10,"The vote recommends granting candidate status to Ukraine as a potential Member of the EU, which is directly related to the survey question about the EU's actions regarding Ukraine's membership.",True
T88,"QA25 Thinking about EU's response to the Coronavirus outbreak, to what extent do you trust or not the EU to make the right decisions in the future? (N)",eb_93_volume_B.xlsx,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, d",0.6808573603630066,6,"The vote discusses foreign and security policy, while the survey question is about trust in EU's response to the Coronavirus outbreak.",False
QB10,QB10. The European economy is currently undergoing a green and digital transition. After the European elections this year what do you think the EU should do to ensure a fair green and digital transition? ,Lien_vers_SP546_volume_B.xlsx,140228,"The European Parliament adopted by 644 votes to 9, with 43 abstentions, a resolution on the role of cohesion policy in promoting innovative and smart transformation and regional ICT connectivity.
The EU's ambition is to deliver digital policies that empower citizens and businesses to achieve a sustainable and prosperous digital future in all regions. The digital transformation must be equitable and inclusive. It must go hand in hand with the ongoing green transition.
The level of broadband cover",0.6802825927734375,9,"The vote focuses on ensuring a fair green and digital transition, which aligns closely with the survey question's topic.",True
T88,"QA25 Thinking about EU's response to the Coronavirus outbreak, to what extent do you trust or not the EU to make the right decisions in the future? (N)",eb_93_volume_B.xlsx,125484,"The European Parliament adopted by 593 votes to 50, with 50 abstentions, a resolution on the EU Trade Policy Review.
Following the COVID-19 outbreak in 2020 global supply chains and production lines have been disrupted, bringing to the fore the fact that the EU is dependent on non-EU sources, especially for some strategic sectors such as the medical and the pharmaceutical sectors. According to the resolution, the EU was already lagging behind other economies in terms of competitiveness before th",0.6800482273101807,4,"The vote discusses EU trade policy and competitiveness, while the survey question is about trust in the EU's response to the Coronavirus outbreak.",False
T78,"QA21a.2 In general, how satisfied are you with the measures taken to fight the Coronavirus outbreak by .? (N):-The European Union institutions",eb_93_volume_B.xlsx,116295,"The European Parliament adopted by 526 votes to 105, with 50 abstentions, a resolution on the EU’s public health strategy post-COVID-19.
The text adopted in plenary was tabled as a joint resolution by the EPP, S&D, Renew, Greens/EFA and GUE/NGL groups.
COVID-19 has highlighted the fact that the European Union does not have strong enough tools to deal with a health emergency such as the spread of a novel infectious disease, which by its nature knows no borders. The outbreak exposed the difference",0.6796395182609558,9,"The vote is about measures taken to fight the Coronavirus outbreak by EU institutions, which aligns closely with the survey question's topic.",True
T88,"QA25 Thinking about EU's response to the Coronavirus outbreak, to what extent do you trust or not the EU to make the right decisions in the future? (N)",eb_93_volume_B.xlsx,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",0.6795592904090881,9,The vote is about transparency in COVID-19 vaccine distribution which is a direct response to the Coronavirus outbreak and thus closely related to the survey question.,True
QD2_5,QD2.5. The EU has taken a series of actions as a response to Russia’s invasion of Ukraine. To what extent you agree or disagree with each of these actions taken?:-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,146551,"The European Parliament adopted by 529 votes to 45, with 14 abstentions, a resolution on the candidate status of Ukraine, the Republic of Moldova and Georgia.
The text adopted in plenary was tabled by the EPP, S&D, Renew, Greens/EFA, ECR groups and Members.
As a reminder, Russia has been carrying out an unprovoked, unjustified and illegal war of aggression against Ukraine since 24 February 2022. Ukraine applied for accession to the European Union on 28 February 2022 and Moldova and Georgia did s",0.6787387728691101,10,"The vote is about granting candidate status to Ukraine as a potential EU member, which is directly related to the survey question about actions taken by the EU in response to Russia's invasion of Ukraine.",True
Q15_2,"Q15_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_508_volume_B.xlsx,151811,"The European Parliament adopted by 459 votes to 33, with 56 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2021.
Members recalled that 2021 was a challenging year in which the impact of the COVID-19 pandemic required the adaptation of control strategies and a focus on prevention through specific mitigating measures and targeted actions to detect irregularities and fraud.
In 2021, EU funding was available under the Multian",0.6784959435462952,6,"The vote is about EU financial matters and fraud prevention, which are related to the COVID-19 recovery plan mentioned in the survey question.",False
QD8_5,"QD8.5. Have you ever heard, read or seen anything about the following initiatives and tools?:-The European Citizens' Initiative, which allows one million citizens to directly call on the European Commission to consider an initiative of interest to them","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_B.xlsx",155893,"The European Parliament adopted by 502 votes to 49, with 54 abstentions, a resolution on the implementation of the regulations on the European Citizens' Initiative.
Parliament has always been a strong supporter of the idea of making the European Citizens' Initiative (ECI) an effective and user-friendly instrument facilitating the democratic participation of citizens in defining the Union's priorities.
Since the introduction of the ECI, the Commission has received 127 requests, 101 of which have ",0.6784881949424744,10,"The vote is about the European Citizens' Initiative, which is the exact same initiative mentioned in the survey question.",True
QD8_5,"QD8.5. Have you ever heard, read or seen anything about the following initiatives and tools?:-The European Citizens' Initiative, which allows one million citizens to directly call on the European Commission to consider an initiative of interest to them","Lien_vers_Justice,_droits_et_valeurs_SP552_volume_BP.xlsx",155893,"The European Parliament adopted by 502 votes to 49, with 54 abstentions, a resolution on the implementation of the regulations on the European Citizens' Initiative.
Parliament has always been a strong supporter of the idea of making the European Citizens' Initiative (ECI) an effective and user-friendly instrument facilitating the democratic participation of citizens in defining the Union's priorities.
Since the introduction of the ECI, the Commission has received 127 requests, 101 of which have ",0.6784881949424744,10,"The vote is about the European Citizens' Initiative, which is the exact same initiative mentioned in the survey question.",True
T24,QA8.2 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Strengthening the farmer's role in the food chain (N),ebs_504_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.6775974035263062,8,"The vote focuses on supporting farmers and reducing administrative burden, which can indirectly contribute to strengthening their role in the food chain.",True
QA8_7,QA8.7. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Ensuring reasonable food prices for consumers,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.677501916885376,8,The vote focuses on aspects of CAP that could potentially impact food prices for consumers through direct payments and administrative burden reduction for farmers.,True
Q11,"Q11 The European Union offers various initiatives to get young people more involved in European politics. Which, if any, have you heard of? [MULTIPLE ANSWERS] | Base: All",Lien_vers_fl_502_volume_B.xlsx,137684,"Focus on including youth in European and national policymaking
Young people will co-create year’s programme
MEPs ensured budgetary top-ups for Erasmus+ and European Solidarity Corps to finance accompanying initiatives",0.6769554018974304,9,"The vote focuses on involving young people in policymaking, which aligns closely with initiatives to get young people more involved in European politics as mentioned in the survey question.",True
Q12_2,"Q12_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_512_volume_B.xlsx,151811,"The European Parliament adopted by 459 votes to 33, with 56 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2021.
Members recalled that 2021 was a challenging year in which the impact of the COVID-19 pandemic required the adaptation of control strategies and a focus on prevention through specific mitigating measures and targeted actions to detect irregularities and fraud.
In 2021, EU funding was available under the Multian",0.6764339208602905,6,"The vote is about EU financial matters and fraud prevention, which are related to the COVID-19 recovery plan mentioned in the survey question.",False
Q12_2,"Q12_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",fl_501_volume_B.xlsx,151811,"The European Parliament adopted by 459 votes to 33, with 56 abstentions, a resolution on the protection of the European Union’s financial interests – combating fraud – annual report 2021.
Members recalled that 2021 was a challenging year in which the impact of the COVID-19 pandemic required the adaptation of control strategies and a focus on prevention through specific mitigating measures and targeted actions to detect irregularities and fraud.
In 2021, EU funding was available under the Multian",0.6764339208602905,6,"The vote is about EU financial matters and fraud prevention, which are related to the COVID-19 recovery plan mentioned in the survey question.",False
Q4_5,"Q4_5 In fact, all citizens of the EU Member States are “citizens of the European Union” since 1993. Do you know if, as an EU citizen, you have the following rights? The right to make a complaint to the European Commission, European Parliament or European Ombudsman, for example when your EU rights have not been respected by your Member State | Base: All",Lien_vers_fl_528_volume_B.xlsx,140892,"The European Parliament adopted by 357 votes to 119, with 207 abstentions, a resolution on the EU citizenship report 2020: empowering citizens and protecting their rights.
While welcoming the Commission's continued commitment to respecting the rights of EU citizens and its renewed focus on respect for the rule of law in the Member States, Members stressed the need for a comprehensive assessment of EU citizens' rights and for well-defined and concrete commitments, actions and legislative initiati",0.6760292649269104,9,Both discuss rights of EU citizens,True
QA22,"QA22. Do you have currently children who benefit from the distribution of fruits, vegetables, milk and milk products at their school through the EU school scheme?",Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,154611,"The European Parliament adopted by 534 votes to 57, with 23 abstentions, a resolution on the implementation of the school scheme for fruit, vegetables, milk and dairy products under the Common Market Organisation Regulation.
Members recalled that a healthy lifestyle, including regular physical activity, is an increasingly important issue and should become a priority for society. Promoting a healthy diet is a preventive measure against disease and an investment in public health. One in three chil",0.675656795501709,10,"The vote is about the EU school scheme for providing fruits, vegetables, milk and dairy products, which aligns directly with the survey question.",True
Q13,"Q13 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 723 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_538_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6756554841995239,9,"Both discuss EU financial support for Member States during COVID-19 crisis and focus on green, digital, and social investments.",True
QE2_7,QE2.7. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,164958,"The European Parliament adopted by 338 votes to 86, with 122 abstentions, a resolution on the implementation of the Common Foreign and Security Policy - annual report 2023.
Members are concerned that the illegal, unprovoked and unjustified Russian war of aggression against Ukraine, enabled and supported by the illegitimate Lukashenka regime in Belarus and the regime in Iran, has brought war back to the European continent. They demand that Russia, and its proxy forces, cease all military action a",0.6752293705940247,10,"The vote is about granting candidate status to Ukraine as a potential EU member, which is directly related to the survey question about the EU's actions regarding Ukraine.",True
Q12_2,"Q12_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",fl_501_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6740203499794006,9,"Both discuss EU financial support for Member States during COVID-19 crisis, with a focus on recovery plans, green, digital and social investments, and unemployment.",True
Q12_2,"Q12_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_512_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6740203499794006,9,"Both discuss EU financial support for Member States during COVID-19 crisis, with a focus on recovery plans, green, digital and social investments, and unemployment.",True
QA12,"QA12. Thinking about EU’s response to the coronavirus pandemic, to what extent do you trust or not the EU to make the right decisions in the future?   ",Lien_vers_eb_94_volume_B.xlsx,115400,"COVID-19 has brought the EU’s institutional shortcomings to the surface
Council needs to adopt a sensible position in the immediate future and commit to Conference-driven reforms",0.6736621260643005,8,Both discuss the EU's response to the coronavirus pandemic,True
QA15,"QA15. The European Union has designed a recovery plan of 750 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure is to respond to the economic effects of the coronavirus pandemic?   ",Lien_vers_eb_94_volume_B.xlsx,140921,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas",0.6734100580215454,9,"The vote concerns the EU's recovery plan from the COVID-19 pandemic, which includes NextGenerationEU, similar to the survey question.",True
QD2_5,QD2.5. The EU has taken a series of actions as a response to Russia’s invasion of Ukraine. To what extent you agree or disagree with each of these actions taken?:-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,152416,"EU and Ukraine should work towards the start of Ukraine’s EU accession negotiations
EU should step up military, economic and humanitarian support for Kyiv
Call for tenth package of sanctions against Moscow",0.6724191308021545,10,"The vote is a direct response to granting candidate status as a potential Member of the EU to Ukraine, which is the same action mentioned in the survey question.",True
Q15_2,"Q15_2 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide… a recovery plan of 750 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_fl_508_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6723197102546692,9,"Both discuss EU financial support for Member States during COVID-19 crisis and focus on recovery plans with green, digital, and social investments.",True
Q9_2,"Q9_2 Thinking about the way the following institutions have handled the vaccination strategy, would you say you are... the European Union | Base: All",Lien_vers_fl_505_volume_B.xlsx,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",0.672092616558075,10,"The vote is about transparency in the development, purchase and distribution of COVID-19 vaccines within the EU, which directly relates to the survey question about the handling of the vaccination strategy by the EU.",True
Q8_5,Q8_5 Do you think that the EU Recovery Plan ‘NextGenerationEU’ in [COUNTRY]…Will contribute to resolving the current energy crisis | Base: All,Lien_vers_fl_515_volume_B.xlsx,137987,"The European Parliament adopted by 553 votes to 29, with 115 abstentions, a resolution on the evaluation of preventive measures for avoiding corruption, irregular spending and misuse of EU and national funds in case of emergency funds and crisis-related spending areas.
The Recovery and Resilience Facility, with an envelope of more than EUR 670 billion, and REACT-EU, with an envelope of more than EUR 50 billion, are powerful tools to help EU countries recover.
NextGenerationEU is a temporary reco",0.6718012690544128,8,"Both discuss EU recovery plans and funds, specifically NextGenerationEU.",True
Q7,"Q7 To receive funds from the EU Recovery Plan ‘NextGenerationEU’, Member States have prepared National Recovery Plans outlining reforms and investments they commit to undertake in the future. EU financial support is provided when the expected results are achieved. Which of the following is closest to your view? | Base: All",Lien_vers_fl_515_volume_B.xlsx,140921,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas",0.6712274551391602,8,The vote concerns EU funds distribution and fraud prevention which are relevant to the effective implementation of the NextGenerationEU Recovery Plan mentioned in the survey question.,True
QA8_8,QA8.8. Do you agree or not that the Common Agricultural Policy (CAP) contributes to…?  :-Ensuring sustainable management of natural resources,Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.6709988713264465,7,The vote focuses on aspects of CAP that could potentially impact sustainable management of natural resources.,True
QC2,"QC2. Thinking about the EU's response to the coronavirus pandemic, to what extent do you trust the EU or not to make the right decisions in the future?",Lien_vers_eb98_volume_B.xlsx,136905,"The European Parliament adopted by 458 votes to 149, with 86 abstentions, a resolution on EU transparency in the development, purchase and distribution of COVID-19 vaccines.
The resolution underlined that the handling of the COVID-19 pandemic is a trust test for all Member States and EU institutions that will inform the response to possible future public health emergencies. Full transparency regarding all details of research into and the development, purchase and distribution of COVID-19 vaccine",0.6708117723464966,9,The vote is about transparency in COVID-19 vaccine distribution which is a key aspect of the EU's response to the pandemic and trust in its decisions.,True
QB10,QB10. The European economy is currently undergoing a green and digital transition. After the European elections this year what do you think the EU should do to ensure a fair green and digital transition? ,Lien_vers_SP546_volume_B.xlsx,162155,"The European Parliament adopted by 548 votes to 33, with 18 abstentions, a resolution on reshaping the future framework of EU structural funds to support regions particularly affected by challenges related to the automotive, green and digital transitions.
Parliament reaffirmed that cohesion policy should neither compensate for budgetary inflexibility nor suffer cuts due to crises, and that, as a long-term investment strategy, it should equip regions to address and co-create industrial, technolog",0.6701756119728088,9,"The vote is about ensuring a fair green and digital transition in regions affected by these transitions, which aligns closely with the survey question's topic.",True
Q13,"Q13 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide a recovery plan of 650 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",Lien_vers_La_zone_euro_FL533_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6701257228851318,9,"Both discuss EU financial support for Member States during COVID-19 crisis and focus on recovery plans with green, digital, and social investments.",True
Q7_2,"Q7_2 For each of the following initiatives, please tell me how effective or not you think they will be in helping to tackle the challenges facing the EU. The EU's recovery plan to respond to the economic effects of the coronavirus pandemic and modernise the EU’s economy, by investing €800 billion in the EU economy, i.e. NextGenerationEU",Lien_vers_fl_539_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6697136759757996,10,"The vote is directly addressing the EU's recovery plan in response to the economic effects of the coronavirus pandemic, which is the same topic as the survey question.",True
QB5,"QB5. The European Union has designed a recovery plan of 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,140921,"The European Parliament adopted by 409 votes to 61, with 42 abstentions, a resolution on the Multiannual Financial Framework (MFF) 2021-2027: fight against oligarch structures, protection of EU funds from fraud and conflict of interest.
The MFF 2021-2027 package, which together with the NextGenerationEU recovery instrument represents an unprecedented total funding of EUR 1800 billion to support the recovery from the COVID-19 pandemic and the Union's long-term priorities in different policy areas",0.6696634292602539,9,"The vote concerns the EU's recovery plan, specifically the Multiannual Financial Framework (MFF), which includes NextGenerationEU mentioned in the survey question.",True
T12,"QE8.1 Do you think that currently, the EU is successful in driving positive, sustainable change around the world, in the following areas: :- Tackling poverty",ebs_512_volume_B.xlsx,179617,"The European Parliament adopted by 360 votes to 210, with 37 abstentions, a resolution on the Second World Summit for Social Development.
Sustainable development is a core principle of the EU, and the EU is committed to implementing the 2030 UN Sustainable Development Goals (SDGs) through transformative policies. However, significant inequalities, including income and gender disparities, inflation, housing insecurity, and regional imbalances, undermine social cohesion. While the EU has made prog",0.6693963408470154,8,"The vote is about addressing poverty and social development globally, which aligns with the survey question's focus on tackling poverty.",True
T71,"QA30.2 In general, how satisfied are you with the measures taken to fight the Coronavirus pandemic by...?:-The European Union institutions",ebs_500_volume_B.xlsx,127028,"The European Parliament adopted by 340 votes to 100, 245 abstentions, a resolution on the implementation of the Common Foreign and Security Policy – annual report 2020.
Parliament stressed that the COVID-19 pandemic is a wake-up call for the need for a stronger, more autonomous, more united and assertive foreign and security policy. If the EU wants to play a leading role on the international scene, it should defend and develop a rules based international order which guarantees multilateralism, d",0.668531596660614,2,"The vote is about foreign and security policy, not the measures taken to fight the Coronavirus pandemic by EU institutions.",False
Q4_5,"Q4_5 In fact, all citizens of the EU Member States are “citizens of the European Union” since 1993. Do you know if, as an EU citizen, you have the following rights? The right to make a complaint to the European Commission, European Parliament or European Ombudsman, for example when your EU rights have not been respected by your Member State | Base: All",Lien_vers_fl_528_volume_B.xlsx,140792,"The European Parliament adopted by 417 votes to 40, with 237 abstentions, a resolution on citizens' participation: on engaging with citizens: the right to petition, the right to refer to the European Ombudsman and the European Citizens’ Initiative.
Parliament stressed that the right of petition is the oldest instrument of direct citizen participation at EU level and that it is the most direct way for citizens to contact the EU institutions, to express their views on legislation and policy choice",0.6683965921401978,9,Both discuss rights of EU citizens regarding petitioning EU institutions,True
QD2_5,QD2.5. The EU has taken a series of actions as a response to Russia’s invasion of Ukraine. To what extent you agree or disagree with each of these actions taken?:-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,183225,"The European Parliament adopted by 395 votes to 197, with 70 abstentions, a resolution on the implementation of the common security and defence policy - annual report 2025.
Parliament stressed that Russia represents the principal and most significant threat to the EU and its Member States and emphasised the gravity and urgency of the threats that Russia and its allies, such as Belarus, Iran, and North Korea, pose to European security. It reaffirmed its unwavering support for the sovereignty and ",0.6682648658752441,7,"The vote emphasizes support for Ukraine's sovereignty, which is a direct response to Russia's invasion of Ukraine as mentioned in the survey question.",True
QE2_7,QE2.7. The EU has taken a series of actions as a response to Russia's invasion of Ukraine. To what extent you agree or disagree with each of these actions taken. :-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,152416,"EU and Ukraine should work towards the start of Ukraine’s EU accession negotiations
EU should step up military, economic and humanitarian support for Kyiv
Call for tenth package of sanctions against Moscow",0.6680396795272827,10,The vote is a direct action in response to Russia's invasion of Ukraine and granting candidate status to Ukraine as a potential EU member is one of the actions mentioned in the survey question.,True
QD2_5,QD2.5. The EU has taken a series of actions as a response to Russia’s invasion of Ukraine. To what extent you agree or disagree with each of these actions taken?:-Granting candidate status as a potential Member of the EU to Ukraine,Lien_vers_Eurobaromètre_Standard_STD102_Autumn_2024_volume_B.xlsx,164958,"The European Parliament adopted by 338 votes to 86, with 122 abstentions, a resolution on the implementation of the Common Foreign and Security Policy - annual report 2023.
Members are concerned that the illegal, unprovoked and unjustified Russian war of aggression against Ukraine, enabled and supported by the illegitimate Lukashenka regime in Belarus and the regime in Iran, has brought war back to the European continent. They demand that Russia, and its proxy forces, cease all military action a",0.6670007705688477,9,"The vote discusses Russia's invasion of Ukraine, which is a direct response to the EU's actions towards Ukraine as mentioned in the survey question.",True
QB5,"QB5. The European Union has designed a recovery plan of 800 billion euros, NextGenerationEU, to support the economy through grants and loans. How effective or not do you think that this measure can be to respond to the current economic challenges?",Lien_vers_Eurobarometer_Standard_99_Spring_2023_volume_B.xlsx,129467,"The European Parliament adopted by 462 votes to 80, with 145 abstentions, a resolution on the general guidelines for the preparation of the 2022 budget, Section III - Commission.
Parliament wants to set up a recovery budget in 2022 after the COVID-19 crisis that will allow the EU to boost investment and tackle unemployment, foster the digital and green transition, focus on a strong European Health Union, promote an inclusive recovery, focusing in particular on the younger generation, and ensure ",0.6665610074996948,9,Both discuss the EU recovery plan in response to economic challenges,True
QA7_4,"QA7.4. How important do you think the following priorities of the Common Agricultural Policy (CAP) are?  :-Boosting investment and growth, and increasing the number of jobs in the agriculture and food sectors",Lien_vers_CAP_2022_eb_sp_520_volume_B.xlsx,178500,"Larger, standalone budget for the common agricultural policy (CAP)
Reinforced direct payments and reduced administrative burden for farmers
Removing barriers to becoming a farmer",0.6662570834159851,8,"The vote focuses on aspects that could potentially boost investment and growth in the agriculture sector, increasing jobs.",True
