reference,url,summary_text,simplified_summary
2022/2582(RSP),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696840,"The European Parliament adopted by 635 votes to 2,
with 42 abstentions, a resolution on the destruction of cultural
heritage in Nagorno-Karabakh.

Cultural heritage has a universal dimension as a
testimony of history inseparable from peoples’ identity, which
the international community has to protect and preserve for future
generations.

The resolution highlighted that 1 456 monuments,
mainly Armenian, came under Azerbaijan’s control after the
ceasefire of 9 November 2020 and that considerable deliberate
damage was caused by Azerbaijan to Armenian cultural heritage
during the 2020 war.

Parliament strongly condemned Azerbaijan’s
continued policy of erasing and denying the Armenian cultural
heritage in and around Nagorno-Karabakh in violation of
international law and the recent Order of the International Court
of Justice (ICJ) stating that Azerbaijan must prevent and punish
any acts of vandalism and desecration. Parliament urged all states
to take the necessary measures to safeguard the intangible cultural
heritage sites present in territory under their control. It also
deplored the fact that the conflicts in the Nagorno-Karabakh region
have led to the destruction, pillaging and looting of common
cultural heritage, which has fuelled further distrust and
animosities.

The resolution acknowledged that it is part of a wider
pattern of a systematic, state-level policy of Armenophobia,
historical revisionism and hatred towards Armenians promoted by the
Azerbaijani authorities, including dehumanisation, the
glorification of violence and territorial claims against the
Republic of Armenia which threaten peace and security in the South
Caucasus.

In this context, Parliament called on Azerbaijan to
fully implement the provisional decision of the ICJ, in particular
by refraining from suppressing the Armenian language, destroying
Armenian cultural heritage or otherwise eliminating the existence
of the historical Armenian cultural presence or inhibiting
Armenians’ access and enjoyment thereof and by restoring or
returning any Armenian cultural and religious buildings and sites,
artefacts or objects.

The EU is called upon to:

- incorporate a clause on protecting archaeological
and historical sites into the action plans guiding the partnership
between the EU and Armenia and Azerbaijan, both of which
participate in the European Neighbourhood Policy;

- actively participate in efforts to protect cultural
heritage at risk in Nagorno-Karabakh, notably by deploying
mechanisms to facilitate UNESCO’s factfinding mission. The
resolution suggested the use of the EU Satellite Centre (SatCen) to
provide satellite images in order to help determine the external
condition of the endangered heritage in the region.

In addition, the EU and the Member States are urged
to:

- continue supporting the work of international
organisations aimed at the protection of cultural and religious
heritage;

- continue supporting the provision of urgent
humanitarian assistance;

- support civil society organisations in Armenia and
Azerbaijan that genuinely contribute to reconciliation.

Lastly, Parliament
undermined that the efforts of the international community in
safeguarding the cultural heritage are essential to laying the
foundations for sustainable peace in the region.","The European Parliament passed a resolution (635 votes, 2 against, 42 abstentions) condemning Azerbaijan for damaging Armenian cultural heritage in Nagorno-Karabakh. The Parliament urged all states to protect cultural sites and denounced the destruction as part of a wider pattern of Armenophobia."
2021/2991(DEA),,,nan
2021/0031(COD),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696761,"The European Parliament
adopted by 625 votes 37, with 34 abstentions, a legislative
resolution on the proposal for a regulation of the European
Parliament and of the Council amending Regulation (EC) No 138/2004
of the European Parliament and of the Council as regards regional
economic accounts for agriculture.

The proposed amendment to Regulation (EC) No 138/2004
aims at integrating the REAA into the current legal framework for
European Economic Accounts for Agriculture (EAA) statistics as
regards both the methodology and the appropriate deadlines for data
transmission.

The European Parliament's position adopted at first
reading under the ordinary legislative procedure amends the
Commission's proposal as follows:

Regional statistical data

The amended text stressed that high-quality
statistical regional-level data are a central tool for the
implementation, monitoring, evaluation, review and assessment of
the economic, environmental and social impact of policies related
to agriculture in the Union, in particular the common agricultural
policy (‘CAP’), including rural development measures, the
CAP´s new delivery model and national Strategic Plans, as well
as Union policies relating to, inter alia, the environment, climate
change, biodiversity, the circular economy, land use, balanced and
sustainable regional development, public health, animal welfare,
food safety and security and the United Nations sustainable
development goals.

Date of data transmission

The amending Regulation stipulates that the first
transmission of data for the regional economic accounts for
agriculture at NUTS 2 level within the meaning of Regulation (EC)
No 1059/2003 on the establishment of a common classification of
territorial units for statistics will take place no later than 30
September 2023.

Dissemination of statistics

Without prejudice to Regulation (EC) No 1367/2006 of
the European Parliament and of the Council on the application of
the provisions of the Aarhus Convention on Access to Information,
Public Participation in Decision-making and Access to Justice in
Environmental Matters to Community institutions and bodies and
Regulation (EC) No 223/2009 on European Statistics, the Commission
(Eurostat) will disseminate the data transmitted to it online, free
of charge.

Quality assessment

The Commission (Eurostat) will assess the quality of
the data transmitted. To this end, Member States will transmit a
quality report to the Commission (Eurostat), for the first time by
31 December ... [the year starting 1 January following 24 months
after the date of entry into force of this amending Regulation],
and every five years thereafter, for the data sets transmitted
during the reporting period.

The Commission will, by means of implementing acts,
define the modalities, structure and indicators for the evaluation
of the quality reports. These implementing acts should not impose
significant additional costs or burden on Member States.

Derogations

Where the compilation of the REAA requires major
adaptations to the national statistical system of a Member State,
the Commission may adopt implementing acts to grant derogations to
that Member State for a maximum period of two years. However, the
first data transmission date for REAA will not be later than 30
September 2025.

The EU may provide financial contributions from the
general budget of the Union to the national statistical institutes
and other national authorities to cover the costs of implementing
the Regulation where the establishment of REAA requires major
adaptations to the national statistical system of a Member
State.

Transparency

The amended text emphasises that collecting the same
information more than once, thus creating redundancy in the data
reporting, should be avoided. Details of the specific method and
sources shall be set out in full transparency in the quality
reports, indicating which regional data have been collected
directly and which data are based on national data with regional
breakdowns based on assumptions.","The European Parliament passed a resolution to integrate Regional Economic Accounts for Agriculture (REAA) into the existing framework, amending Regulation (EC) No 138/2004. This move aims to improve regional statistical data for agriculture policy implementation and evaluation. The new regulation sets deadlines for data transmission."
2022/2580(RSP),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696833,"The European Parliament adopted by 607 votes to 2,
with 73 abstentions, a resolution on the situation of journalists
and human rights defenders in Mexico.

Mexico has long been the most dangerous and deadliest
place for journalists outside an official war zone according to
different non-governmental organisations (NGOs) and international
organisations. It is witnessing a dramatic rise in violence, human
rights violations and attacks against journalists and human rights
defenders. The situation of the rule of law is also seriously
deteriorating.

2022 marks the deadliest beginning to a year for
journalists in Mexico, with at least six journalists having been
assassinated. President López Obrador has frequently used
populist rhetoric in daily press briefings to denigrate and
intimidate independent journalists, media owners and
activists.

The resolution noted that institutionalised and
widespread corruption, abetted by a deficient judicial system, is
engendering an endemic problem of impunity, with around 95 % of
journalists’ murders going unpunished.

Parliament condemned the threatening, harassment and
killing of journalists and human rights defenders in Mexico,
including environmental defenders and indigenous people and
communities.

Against this background, it called on the authorities
to:

- investigate the killings in a prompt, thorough,
independent and impartial manner;

- ensure the protection and the creation of a safe
environment for journalists and human rights defenders in line with
established international standards;

- uphold and safeguard the highest standards for the
protection of freedom of speech, freedom of assembly and freedom of
choice;

- refrain from issuing any communication which could
stigmatise human rights defenders, journalists and media workers,
exacerbate the atmosphere against them or distort their lines of
investigation;

- strengthen national, state and local institutions
and implement a set of urgent, comprehensive and coherent
strategies for prevention, protection, reparations and
accountability in order to ensure that human rights defenders and
journalists can continue their activities without fear of reprisal
and without restriction;

- consolidate the rule of law with a view to tackling
some of the structural problems at the root of the human rights
violations.

In addition, while underlining the importance of
Mexico as a strategic partner, Member States, the European External
Action Service and the EU Delegation to Mexico are called on to
raise human rights concerns with their Mexican counterparts and to
put the protection of journalists and human rights defenders at the
centre of EU-Mexico dialogues.

Lastly, Parliament reaffirmed its commitment to
fostering relations through the modernised EU-Mexico Global
Agreement, which further strengthens human rights provisions and
enables the EU and Mexico to discuss a range of issues such as
human rights with civil society, including journalists, human
rights defenders and others at a multilateral level.","The European Parliament condemned the violence, human rights violations, and attacks against journalists and human rights defenders in Mexico, particularly the high number of murders going unpunished. They called on authorities to investigate killings promptly, ensure protection, and create a safe environment for journalists."
2021/0418(CNS),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696780,"The European Parliament adopted by 688 votes to 3,
with 6 abstentions, following a special legislative procedure
(Parliament’s consultation), a legislative resolution on the
proposal for a Council directive amending Directive 2008/118/EC and
Directive (EU) 2020/262 (recast) as regards tax-free shops situated
in the French terminal of the Channel Tunnel.

The European Parliament approved the Commission's
proposal without amendments.

The proposal is a direct consequence of the United
Kingdom’s withdrawal from the European Union and the fact that
the Channel Fixed Link has become a cross-border link between a
third country and the Union. It aims to provide to travellers using
the Channel Fixed Link from France to the United Kingdom tax-free
facilities which are comparable to those available to persons
travelling from a Member State to a third country by
sea.

Due to the withdrawal of the United Kingdom from the
Union, which has led to the opening of duty-free shops in
particular in the ports of Calais and Dunkirk, as well as in the UK
terminal of the Channel fixed Link at Folkestone, the amending
Directive allows the opening of duty-free shops in the French
terminal of the Channel Fixed Link at Coquelles.","The European Parliament approved a proposal to establish tax-free shops in the French terminal of the Channel Tunnel, following the UK's withdrawal from the EU, providing comparable facilities for travelers using the link from France to the UK. The proposal was adopted without amendments."
2022/2581(RSP),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696837,"The European Parliament adopted by 646 votes to 1,
with 20 abstentions, a resolution on Myanmar, one year after the
coup.

As a reminder, on 1 February 2021, the military of
Myanmar, known as the Tatmadaw, in a clear violation of the
constitution of Myanmar and of the electoral results of November
2020, arrested President Win Myint, State Counsellor Aung San Suu
Kyi and leading members of the government, seized power over the
legislative, judicial and executive branches of the government by
means of a coup d’état, and declared a one-year state of
emergency.

Since 1 February 2021, politicians, government
officials, human rights defenders, civil society representatives,
religious actors, peaceful protestors and writers have been
unlawfully arrested or put under house arrest. Moreover, violations
of the freedom of religion or belief and other human rights are
being perpetrated against religious and ethnic minorities in
Myanmar.

Parliament strongly condemned the coup
d’état of 1 February 2021, executed by the Tatmadaw under
the leadership of commander-in-chief Min Aung Hlaing, and the
ensuing heinous atrocities, mass killings and widespread human
rights violations against the population of Myanmar.

It called on the Tatmadaw to fully respect the outcome
of the democratic elections of November 2020, reinstate the
civilian government and end the state of emergency.

Myanmar’s military is urged to:

- cease immediately all violence and attacks against
Myanmar’s people in all parts of the country, to release Aung
San Suu Kyi and all other political prisoners, including religious
leaders, immediately and unconditionally;

- take steps to establish a path to dialogue and
reconciliation with all parties concerned, while ensuring that
the fundamental freedoms of expression, association and peaceful
assembly, as well as of religion or belief, are fully
upheld;

Parliament condemned the persecution of Christians in
the country and underlined that the EU will continue to closely
monitor the actions of the military leadership against minorities
in the country, including the Rohingya .

External relations

Parliament strongly condemned the supply of arms and
military equipment to the Tatmadaw by China, Russia and Serbia as
well as the Myanmar junta’s support for the illegal war Russia
is waging in Ukraine.

It urged all parties to the crisis in Myanmar to
facilitate safe and unhindered access for humanitarian assistance
and to grant access to humanitarian workers.

Parliament welcomed the four rounds of EU sanctions
over the military coup and subsequent repression. It called on the
Council to:

- target the central bank reserves in a further round
of sanctions;

- reverse the derogation explicitly allowing EU oil
and gas operators remaining in Myanmar to pursue financial
transactions with the Myanmar Oil and Gas Enterprise and urged
Member States to refrain from implementing the
derogation.

The Commission and EU Member States should ensure that
the withdrawal of EU companies complying with sanctions does not
benefit the junta.

Lastly, Parliament called on the Commission to monitor
closely whether an investigation should be launched into the
withdrawal of the Everything But Arms scheme, with a view to
suspending the trade preferences that benefit Myanmar in specific
sectors, particularly companies belonging to members of
Myanmar’s military, and to keep Parliament duly informed of
the steps to take.","The European Parliament strongly condemned the February 2021 Myanmar coup, calling for an end to violence, respect for election results, and civilian government reinstatement. The resolution was passed with overwhelming support."
2021/2097(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696824,"The European Parliament adopted by 625 votes to 38,
with 28 abstentions, a resolution on a European withholding tax
framework.

Member States continue to lose tax revenue due to
harmful tax practices and estimates of revenue losses due to
corporate tax avoidance range from EUR 36-37 billion to EUR 160-190
billion per year.

Despite efforts, the withholding tax system has
remained largely fragmented between Member States in terms of rates
and relief procedures, which has created loopholes and legal
uncertainty. Moreover, the current system is abused to shift
profits, allows aggressive tax planning and creates the undesirable
effect of double taxation.

Putting an end to profit shifting
practices

Parliament welcomed the progress made in recent years
in tackling harmful tax practices, both at EU and international
level. It stressed, however, that better enforcement of existing
legislation is needed and that legislative action may be useful in
parallel with efforts to remove tax obstacles to cross-border
investment.

The resolution welcomed the agreement reached by the
inclusive OECD/G20 framework on a two-pillar reform, including a
global effective minimum tax rate, and welcomed the Commission's
presentation of a legislative proposal to implement the second
pillar . The Council is urged to adopt these proposals swiftly,
while taking into account Parliament's position, so that they can
be effective in 2023.

Members recalled that withholding taxes can be a
defensive measure taken by Member States against countries on the
EU list of countries and territories that are uncooperative for tax
purposes. They asked that the Commission consider presenting a
legislative proposal that strengthens coordinated defensive
measures against countries on the list.

The Commission is invited to present a legislative
proposal to apply an EU-wide withholding tax to ensure that
profits generated within the EU are taxed at least once before they
leave its territory. The Commission should include strong
anti-abuse measures in this proposal.

Members regretted that tax base erosion and profit
shifting continue and are facilitated by the absence of a common
withholding tax on outbound payments to third countries, as well as
by the absence of common rules and procedures to ensure more
effective taxation of intra-EU flows of dividends, royalties and
interest.

The Commission and Member States are called upon to
put in place a common, standardised withholding tax
framework that reduces complexity for investors, curbs treaty
shopping and ensures that all relevant dividends, interest, capital
gains, royalty payments, professional service payments and
contractual payments arising in the EU are taxed at an effective
rate.

Members called on the Commission to analyse the issue
of the lack of an effective minimum tax rate on dividend payments
to shareholders and to assess the best legislative options to
remedy it, including the possibility of revising the
Parent-Subsidiary Directive.

Stepping up the fight against dividend
arbitrage

Members recalled that the cum-ex and cum-cum
schemes both involve reclaims of dividend withholding tax to
which the beneficiaries were not entitled and are estimated to have
imposed a total cost to taxpayers of about EUR 140 billion between
2000 and 2020. Parliament called on the Commission to assess
possible solutions to combat these schemes, which continue to be
exploited at the expense of European public funds.

The Commission is called on to:

- analyse whether the Market Abuse Regulation has been
breached and consider whether it needs to be amended;

- propose measures to strengthen cooperation and
mutual assistance between tax authorities, financial market
supervisors and, where appropriate, law enforcement bodies in
detecting and prosecuting withholding tax reclaim
schemes;

- develop appropriate measures to prevent the role of
intermediaries in facilitating tax abuse and tax
evasion;

- extend the mandatory exchange of information to
dividend arbitrage schemes and all information on capital gains,
including the granting of dividend and capital gains tax
refunds.

Removing barriers to cross-border investments in
the single market

Members welcomed the Commission’s intention to
present, by the end of 2022, a proposal establishing a common
and standardised system for withholding taxes, accompanied by a
mechanism for the exchange of information and cooperation among tax
administrations of Member States. They urged the Commission, with
full respect for EU competences, to strive also to tackle
divergences in withholding taxes in the EU.

The Commission is called on to:

- come forward with a common and standardised EU
procedure for withholding tax refunds for all Member
States;

- introduce as part of this harmonisation, rules on
exemptions and deductions and to address the current lack of a
uniform definition of ‘beneficial owner’, the lack of
alignment of time periods for request and reclaim, and language
barriers;

- take account of existing digital solutions in Member
States, to assess how to leverage blockchain technologies to
prevent tax evasion and avoidance, while fully respecting EU data
protection rules, and to consider the establishment of a pilot
project.

Members welcomed the Commission’s proposed option
to establish a fully fledged common EU relief-at-source system,
which could be a reliable solution in the long term.","The European Parliament passed a resolution to establish a unified withholding tax framework, aiming to curb profit shifting practices and reduce tax revenue losses due to corporate avoidance. The Council is urged to swiftly adopt the proposed reforms for implementation in 2023."
2020/2126(INI),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1698528,"The European Parliament adopted by 409 votes to 61,
with 42 abstentions, a resolution on the Multiannual Financial
Framework (MFF) 2021-2027: fight against oligarch structures,
protection of EU funds from fraud and conflict of
interest.

The MFF 2021-2027 package, which together with the
NextGenerationEU recovery instrument represents an unprecedented
total funding of EUR 1800 billion to support the recovery from the
COVID-19 pandemic and the Union's long-term priorities in different
policy areas.

The protection of the EU’s financial
interests is a key element of the EU policy agenda to
strengthen transparency, democratic accountability and the ability
to respond to citizens’ needs, increase public trust and
ensure that taxpayers’ money is spent properly.

The implementation of the budgetary package of the
2021-2027 MFF should be in line with the general principles
enshrined in the Treaties, in particular the European values listed
in Article 2 of the Treaty on European Union as well as in the
Conditionality Regulation and the principle of sound financial
management.

Oligarchic structures

The resolution pointed out that members of national
governments and other political office-holders in some Member
States are part of the oligarchy, and that they have actively
sought to use EU funds to further their own financial
interests .

Members noted with extreme concern that politically
connected oligarch networks can capture national media markets and interfere with the workings of democratic public spheres .
They are also concerned that oligarchic systems are often connected
to widespread corruption, tight control over media and a judicial
system which is not independent from the oligarchs
themselves.

Parliament stressed that strong and effective
anti-corruption policies and bodies , as well as control systems
and an independent judiciary, ensuring the effective functioning of
the rule of law, promoting competition, enhancing transparency and
assuring the functional implementation of public procurement rules
and free access to markets are fundamental to prevent oligarchs
from seizing control of the economy and financial
markets.

Fraud and conflicts of interest in the current
legal framework

Parliament encouraged the Commission to strengthen the
provisions on conflicts of interest laid down in Article 61 of the
Financial Regulation in its forthcoming revision, in particular as
regards the preparation of the budget, in order to allow for a more
precise identification of the categories of public officials who
are in a position to influence the financial flows of the EU budget
and to prevent such conflicts from arising.

Members therefore called for improved capacity and effective management and control systems in EU bodies and Member
States , which are essential to monitor and investigate cases of
conflict of interest and to ensure and safeguard the legality and
regularity of spending EU funds.

Main challenges in cohesion and
agriculture

As regards cohesion policy , Members highlighted
that the most frequently detected types of fraudulent
irregularities among projects financed by the European Structural
and Investment Funds during the 2014-2020 programming period were
overpricing, incorrect, missing or falsified supporting documents,
non-compliance with contractual provisions, ineligibility and
violation of public procurement rules, as well as breaches of
ethics and integrity, including conflicts of interest and
corruption.

Members noted with concern that the proportion of
contracts awarded to a single bidder was around 50% in the Czech
Republic and Poland in 2018 and 2019, 40% in Hungary and Greece in
2019 and 38% in Portugal. These figures show that serious public
procurement failures continue to occur in several Member
States.

Parliament pointed out that a study on the
implementation of CAP funds revealed serious problems in the
disbursement of EU agricultural funds in at least five Member
States. It noted with concern reports of structural misuse of the European Agricultural Fund for Rural Development (EAFRD)
budget line. It called on the Commission and the Member States to
strengthen measures against land grabbing, irregular tenders or
other misuse of EU money, especially where national governments and
authorities are involved.

Members deeply regretted that the current situation
whereby one person can receive unlimited amounts from funds under
shared management.

They called on the Commission to include in its
proposal for the revision of the Financial Regulation an amendment
adding that the Commission must ensure that payments accruing from
the Union budget to a single beneficiary or beneficial owner in a
given financial year do not exceed the limits provided for in the
applicable sector-specific rules and, in any event, do not exceed
an aggregated annual total per natural person. As regards the CAP,
annual total amounts per natural person of EUR 500 000 for
first pillar payments and EUR 1 000 000 for second pillar
payments are adequate.

Available remedies and prevention in the current
state of play

Parliament regretted that the indictment rate
following recommendations by OLAF to Member States decreased from
53 % in the 2007-2014 period to 37 % in the 2016-2020
period.

The Member States’ authorities are called on to
do their utmost to improve the indictment rate and to cooperate
closely with EU institutions and bodies to ensure that funds
misused by organised crime and oligarchs are recovered. The Council
is asked to approve increased funding for the human resources of
OLAF, the European Public Prosecutor's Office and Europol so that
they can carry out their tasks.

Members deplored the fact that since 1 January 2021,
the Commission has been unable to take any appropriate action to
apply the Conditionality Regulation . They repeated
Parliament’s position that the Conditionality Regulation must
be applied without exception as of 1 January 2021. Members also
noted that under the regulation establishing the Recovery and
Resilience Facility (RRF), Member States must ensure the
effective prevention, detection and correction of conflicts of
interest, corruption and fraud, as well as transparency in the
disbursement of funds.

Lastly, Parliament regretted that the databases on
beneficiaries of EU funds do not contain information on the
ultimate beneficiaries and their beneficial owners. It also
regretted the fact that it is not possible for control authorities
to identify the ultimate recipients of funding or to establish
whether NGOs have been used to disguise financing of terrorist and
extremist organisations.","The European Parliament passed a resolution (409-61, 42 abstentions) to combat oligarch structures and prevent fraud in EU funds for the Multiannual Financial Framework (MFF) 2021-2027. This package, worth €1800 billion, aims to recover from the COVID-19 pandemic and address long-term priorities across various policy areas. The resolution emphasizes the importance of upholding EU values in managing these funds."
2020/0353(COD),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1696829,"The European Parliament adopted by  584 votes to
67, with 40 abstentions, amendments to the to the proposal for a
regulation of the European Parliament and of the Council concerning
batteries and waste batteries, repealing Directive 2006/66/EC and
amending Regulation (EU) No 2019/1020.

The matter was referred back to the competent
committee for inter-institutional negotiations.

The main amendments adopted in plenary concern the
following points:

Subject matter and scope

The Regulation establishes requirements
on environmental, economic and social sustainability ,
safety, labelling and information to allow the placing on the
market or putting into service of batteries. It should lay down
measures to protect the environment and human health by preventing
and reducing the generation of waste batteries and the adverse
impacts of the generation and management of such batteries, as well
as by reducing the overall impacts of resource use and by improving
the efficiency of such use.

The Regulation should apply to all batteries, namely
portable batteries, light means of transport batteries (such
as e-bikes and e-scooters), automotive batteries, electric vehicle
batteries and industrial batteries, regardless of their shape,
volume, weight, design, material composition, use or purpose. It
should also apply to batteries incorporated in or added to other
products.

Carbon footprint

Members backed proposed rules on a carbon footprint
declaration and labelling , a maximum value for the life cycle
carbon footprint, and minimum levels of cobalt, lead, lithium and
nickel recovered from waste for reuse in new batteries.

Batteries for electric vehicles, batteries for light
transport and industrial batteries should be visibly, legibly and
indelibly labelled with the carbon footprint of the battery and the carbon footprint performance class to which each battery
belongs. The carbon footprint performance class requirements would
apply from 1 July 2025.

Removability and replaceability of portable
batteries and batteries for light weight means of
transport

By 1 January 2024 at the latest, portable batteries
incorporated in appliances and batteries for light means of
transport should be designed in such a manner that they can be
readily and safely removed by qualified independent operators and
replaced with basic and commonly available tools and without
causing damage to the appliance or the batteries.

Clear and detailed instructions for removal and
replacement should be provided by the relevant economic operator at
the time of purchase of the appliance and, should be made available
permanently online in an easily understandable way for end users,
including consumers, on its website for the expected lifetime of
the product.

Automotive batteries, industrial batteries and
electric vehicle batteries shall be readily removable and
replaceable, if the battery has a shorter lifetime than the
appliance or vehicle it is used in, by qualified independent
operators, which shall be able to discharge the battery safely and
without prior disassembly of the battery pack.

Common chargers

By 1 January 2024, the Commission should assess how
best to introduce harmonised standards for a common charger, to be
applicable no later than 1 January 2026, for a variety of
rechargeable batteries.

Labelling of batteries

Members proposed that:

- from 1 January 2027 , portable batteries,
light means of transport batteries and automotive batteries should
be marked with a label containing information on their nominal
energy capacity and marked with a label containing information on
their minimum average duration when used in specific applications
and the expected lifetime in terms of number of cycles and calendar
years;

- from 1 January 2023 , non-rechargeable
portable batteries of general use should be marked with a label
indicating ‘non-rechargeable’;

- from 1 July 2023 , batteries should be
labelled with a symbol indicating a harmonised colour code based on
the battery type and its chemical composition.

Obligation for economic operators to conduct
value chain due diligence

Members believe that responsibility for respecting
human rights, social rights, human health and the environment
should apply to all manufacturing activities and other business
relationships of an economic operator along the value
chain.

Due diligence requirements for the battery value chain
should be established to address the social and environmental risks
inherent in the extraction, processing and trade of certain raw
materials, chemicals and secondary raw materials for battery
manufacturing, the treatment of battery waste, the manufacturing
process itself and all other associated business
relationships.

Waste management

Members called for more stringent collection targets
for portable batteries (45% by 31 December 2023; 70% by 31 December
2025; 80 % by 31 December 2030). They also introduced minimum
collection rates for batteries for light means of transport (75% by
2025 and 85% by 2030). All waste automotive, industrial and
electric vehicle batteries must be collected.

All waste batteries collected should undergo
preparation for reuse, preparation for repurposing or a recycling
process, except batteries containing mercury, which shall be
disposed of in a manner that does not entail any negative impacts
on human health or the environment;

Union-wide deposit return systems for
batteries

Members proposed that the 31 December 2025, the
Commission should assess the feasibility and potential benefits of
establishment of Union-wide deposit return systems for batteries,
in particular for portable batteries of general use.","The European Parliament passed, by 584 votes to 67, amendments to the proposal for a regulation on batteries and waste batteries. The regulation now covers all types of batteries, including those used in electric vehicles, and requires a carbon footprint declaration and labeling. The matter was referred back for further negotiations."
2018/0005(CNS),https://oeil.europarl.europa.eu/oeil/en/document-summary?id=1555251,"The European Parliament adopted a legislative
resolution by 536 votes to 87, with 41 abstentions, under a special
legislative procedure (consultation) on the proposal for a Council
directive amending Directive 2006/112/EC as regards rates of value
added tax.

The proposal to amend the VAT Directive provides for
greater flexibility for Member States to benefit from reduced or
zero rates in force in other Member States. It allows Member States
to apply a maximum of two reduced rates of a minimum of 5%. Member
States may, in addition to the two reduced rates, apply a rate
lower than the minimum of 5% and an exemption with deductibility of
the VAT paid at the preceding stage.

Parliament approved the Commission proposal subject to
the following amendments:

Towards convergence of VAT rates : Members stressed that under a definitive system
where the supply of goods and services would be taxed in the Member
State of destination, it should be possible to grant a certain
degree of flexibility to Member States in setting rates. However,
Member States should not ignore the objective of ensuring greater
convergence of VAT rates.

Standard VAT rate :
Parliament considered that the standard rate shall permanently
remain at least 15 % and shall not exceed 25 %.

General interest : if
reduced rates and exemptions benefit the final consumer and be
applied to pursue, in a consistent manner, an objective of general
interest, priority shall be given to goods or services having a positive impact on the general interest, such as cultural,
social or environmental benefits . Members stressed that Member
States should avoid using reduced VAT rates for harmful or
luxury products .

Parliament also considered allowing Member States to
apply reduced rates, including reduced rates without a minimum
threshold, to printed publications and electronic
publications to ensure the transfer of economic benefits to
consumers, thereby promoting reading, and to publishers, thereby
encouraging investment in new content and, in the case of
newspapers and magazines, should reduce reliance on
advertising.

In addition, it shall be possible to apply reduced VAT
rates to publications in adapted formats and audio formats intended to facilitate access to books, newspapers and periodicals
for people with a visual impairment.

Web information portal :
with particular attention to the needs of SMEs engaged in
cross-border business activities in the Union and in order to
facilitate trade and enhance legal certainty in the single market,
the Commission shall, in cooperation with the Member States,
establish a comprehensive and publicly accessible Union VAT
Web information portal for businesses. That multilingual portal
shall provide quick, up-to-date and accurate access to relevant
information about the implementation of the VAT system in the
different Member States and in particular about the correct VAT
rates for different goods and services in the different Member
States.

Negative list of products (Annex IIIa) : Members proposed adding pacemakers and hearing aids
to the list of supplies of goods and services in the Annex. The
Commission shall be empowered to amend the scope of Annex
IIIa by means of an implementing act, when necessary and
provided there is evidence related to distortion of competition
justifying the update of the list of supplies of goods and
services.

By 31 December 2021 and every two years thereafter,
the Commission shall submit to the European Parliament and the
Council a report on the scope of Annex IIIa, accompanied by any
proposals to amend that Annex, where necessary.","The European Parliament approved a vote (536-87) to amend the Value Added Tax (VAT) Directive, allowing Member States more flexibility in applying reduced or zero rates. The amendment sets a maximum of two reduced rates at a minimum of 5%, and permits additional rates below 5% and exemptions with VAT deductibility. Parliament approved the proposal, emphasizing the need for VAT rate convergence while maintaining a standard rate between 15% and 25%."
