sheet_id,question_en,question_fr,file_name,question_clean
Q2b_2f,Q2b_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How much does each of the following factors contribute to your assessment of this country's justice system independence: No interference or pressure from economic or other specific interests?
Q2a_1,Q2a_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_520_volume_B.xlsx,How much does interference or pressure from government and politicians contribute to your perception of the independence of the justice system in THIS COUNTRY?
Q2a_2,Q2a_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_520_volume_B.xlsx,How much does interference or pressure from economic or other specific interests contribute to your rating of the independence of the justice system in THIS COUNTRY?
Q2a_1f,Q2a_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: All,,Lien_vers_fl_520_volume_B.xlsx,How much does interference or pressure from government and politicians contribute to your rating of the independence of the justice system in THIS COUNTRY?
Q2a_2f,Q2a_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_520_volume_B.xlsx,How much does interference or pressure from economic or other specific interests contribute to your rating of the independence of the justice system in THIS COUNTRY?
Q2b_1,Q2b_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_520_volume_B.xlsx,How much does the absence of government and political interference contribute to your rating of the independence of the justice system in THIS COUNTRY?
Q2b_2,Q2b_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_520_volume_B.xlsx,How much does each of the following factors contribute to your rating of this country's justice system independence: No interference or pressure from economic or other specific interests?
Q2b_1f,Q2b_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: All,,Lien_vers_fl_520_volume_B.xlsx,How much does the absence of government and political interference contribute to your rating of this country's justice system independence?
Q2b_2f,Q2b_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_520_volume_B.xlsx,How much does each of the following factors contribute to your assessment of this country's justice system independence: No interference or pressure from economic or other specific interests?
Q3,Q3 To what extent are you confident that your investments are protected by the law and courts in (your country) if something goes wrong? | Base: All,,Lien_vers_fl_520_volume_B.xlsx,"How confident are you that your investments are legally and court-protected in your country, should anything go wrong?"
D6_1,"D6_1 Do you know if, in 2022, your company has sold products and or services to other EU countries | Base: All",,Lien_vers_fl_520_volume_B.xlsx,Have you knowledge about whether your company sold products or services to other EU countries in 2022? (All respondents)
D6_2,"D6_2 Do you know if, in 2022, your company has sold products and or services to countries outside EU | Base: All",,Lien_vers_fl_520_volume_B.xlsx,Have you knowledge about whether your company sold products or services to non-EU countries in 2022? (All respondents)
Q2a_1,"Q2a_1 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will help put an end to the pandemic | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1",,fl_494_volume_B.xlsx,How important was the belief that the COVID-19 vaccine would help end the pandemic in your decision to get vaccinated?
Q2a_2,"Q2a_2 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will protect me from getting Covid-19 | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1",,fl_494_volume_B.xlsx,"How important was the protection from COVID-19 in your decision to get vaccinated? (If you answered ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1)"
Q2b_1,"Q2b_1 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the Covid-19 pandemic will be over soon | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx,Are you considering postponing or never getting vaccinated against COVID-19 due to the belief that the pandemic will end soon?
Q2b_2,"Q2b_2 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the risk of being infected with Covid-19 is very low or inexistent in my case | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx,Is the perceived low or non-existent risk of COVID-19 infection a factor in your decision to get vaccinated later or never?
Q2b_4,"Q2b_4 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I am worried about the side effects of Covid-19 vaccines | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx,Are you concerned about potential side effects of COVID-19 vaccines when deciding to get vaccinated later or never?
Q2b_5,"Q2b_5 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that Covid-19 vaccines have not been sufficiently tested yet | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx,Have you considered the insufficient testing of COVID-19 vaccines as a reason for delaying vaccination?
Q2b_6,"Q2b_6 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I don’t think that Covid-19 vaccines are effective | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx,How important is the belief that COVID-19 vaccines are not effective in your decision to get vaccinated later or never?
Q2b_7,"Q2b_7 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I am against vaccines in general | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx,Are you against vaccines in general and how important is this factor in your decision to get vaccinated against COVID-19 later or never?
Q3,Q3 Which of the following statements correspond to what you think? You would be more eager to get vaccinated against COVID-19 if…Please tick all answers that apply. | Base: All,,fl_494_volume_B.xlsx,Are there specific circumstances that would make you more willing to get vaccinated against COVID-19? (Select all that apply)
Q4_1,"Q4_1 To what extent do you agree or disagree with each of the following statements? All in all, benefits of COVID-19 vaccines outweigh possible risks | Base: All",,fl_494_volume_B.xlsx,Do you agree or disagree that the benefits of COVID-19 vaccines outweigh their potential risks?
Q4_2,Q4_2 To what extent do you agree or disagree with each of the following statements? I believe vaccines authorised in the European Union are safe | Base: All,,fl_494_volume_B.xlsx,Do you agree or disagree that vaccines authorized in the European Union are safe?
Q4_3,"Q4_3 To what extent do you agree or disagree with each of the following statements? COVID-19 vaccines are being developed, tested and authorised too quickly to be safe | Base: All",,fl_494_volume_B.xlsx,"Are you concerned that COVID-19 vaccines are being developed, tested, and authorized too quickly to ensure safety?"
Q4_4,Q4_4 To what extent do you agree or disagree with each of the following statements? COVID-19 vaccines could have long term side-effects that we do not know yet | Base: All,,fl_494_volume_B.xlsx,Are you concerned about potential long-term side effects from COVID-19 vaccines that are currently unknown?
Q4_5,Q4_5 To what extent do you agree or disagree with each of the following statements? A vaccine is the only way to end the pandemic | Base: All,,fl_494_volume_B.xlsx,Do you agree or disagree that a vaccine is the only way to end the pandemic? (All respondents)
Q4_6,Q4_6 To what extent do you agree or disagree with each of the following statements?  You do not understand why people are reluctant to get vaccinated | Base: All,,fl_494_volume_B.xlsx,Do you agree or disagree that you don't understand why some people are hesitant about getting vaccinated?
Q4_7,Q4_7 To what extent do you agree or disagree with each of the following statements? Serious diseases have disappeared thanks to vaccines | Base: All,,fl_494_volume_B.xlsx,Do you agree or disagree that serious diseases have disappeared thanks to vaccines? (All respondents)
Q5_1,Q5_1 To what extent do you agree or disagree with each of the following statements? You can avoid being infected by COVID-19 without being vaccinated | Base: All,,fl_494_volume_B.xlsx,Can you avoid being infected by COVID-19 without getting vaccinated?
Q5_2,Q5_2 To what extent do you agree or disagree with each of the following statements? Public authorities are not sufficiently transparent about COVID-19 vaccines | Base: All,,fl_494_volume_B.xlsx,Are public authorities transparent enough about COVID-19 vaccines?
Q6,"Q6 Among the following sources, which ones would you trust more to give you reliable information on COVID-19 vaccines? | Base: All",,fl_494_volume_B.xlsx,Which sources do you trust most for reliable information about COVID-19 vaccines? (Multiple answers possible)
Q7,Q7 On which topics would you like to get more information? | Base: All,,fl_494_volume_B.xlsx,What topics would you like more information on? (All respondents)
Q8_1,"Q8_1 Thinking about the way the following institutions have handled the vaccination strategy, would you say you are…: the (NATIONALITY) government | Base: All",,fl_494_volume_B.xlsx,Are you satisfied with how your national government has managed the vaccination strategy?
Q8_2,"Q8_2 Thinking about the way the following institutions have handled the vaccination strategy, would you say you are.…: the European Union | Base: All",,fl_494_volume_B.xlsx,Are you satisfied with the European Union's handling of the vaccination strategy?
Q9_1,"Q9_1 For each of the following statements, please tell me if it applies to you or not.  You know people who have tested positive to COVID-19 | Base: All",,fl_494_volume_B.xlsx,Do you personally know someone who has tested positive for COVID-19?
Q9_2,"Q9_2 For each of the following statements, please tell me if it applies to you or not.  You know people who have been ill because of COVID-19 | Base: All",,fl_494_volume_B.xlsx,Have you personally known someone who has been ill due to COVID-19?
Q3,Q3 How long - on average - does it take your company to hire someone with the right skills? | Base: All,,Lien_vers_fl_537_volume_B.xlsx,"On average, how long does it take your company to find and hire someone with the necessary skills? (All respondents)"
Q5,Q5 Which qualification/educational levels does your company find the most difficult to recruit? [MULTIPLE ANSWERS] | Base: All,,Lien_vers_fl_537_volume_B.xlsx,What educational levels does your company find the hardest to recruit from? (Multiple answers possible)
Q9_1,Q9_1 Do the skill shortages faced by your company have an impact on…? Your company's ability to reduce your environmental impact and help reducing climate change | Base: If Q2=1 or 2,,Lien_vers_fl_537_volume_B.xlsx,Does your company's skill shortage affect its ability to reduce environmental impact and contribute to climate change mitigation?
Q9_2,Q9_2 Do the skill shortages faced by your company have an impact on…? Your company's ability to deploy more IT technologies in your operations | Base: If Q2=1 or 2,,Lien_vers_fl_537_volume_B.xlsx,Does the skill shortage at your company affect its ability to implement more IT technologies in operations? (If Q2 is 1 or 2)
Q10,Q10 Which of the following statements best describes the deployment of Artificial Intelligence Technologies (AI) in your company over the next 5 years? | Base: All,,Lien_vers_fl_537_volume_B.xlsx,What is the expected deployment of AI technologies in your company over the next 5 years? (Multiple options provided)
Q11,"Q11 In the past two years, what measures, if any, has your company taken to address skills shortages? Please choose the three most important ones. [MULTIPLE ANSWERS] | Base: All",,Lien_vers_fl_537_volume_B.xlsx,What measures has your company taken in the past two years to address skills shortages? Please select the top 3 most significant ones.
Q12,"Q12 In the past two years, what type of external support did your company receive to find skilled staff? Please choose the three most important types of support. [MULTIPLE ANSWERS] | Base: All",,Lien_vers_fl_537_volume_B.xlsx,What types of external support has your company received in the past two years for finding skilled staff? Please select the top 3 most significant forms of support.
Q13,"Q13 Overall, how effective was the external support received to tackle the skills shortage in your company? | Base: If Q12= 1, 2, 3, 4, 5, 6 (external support received)",,Lien_vers_fl_537_volume_B.xlsx,Was the external support effective in addressing the skills shortage in your company overall? (If you received external support)
Q14,"Q14 Did you experience any of the following problems with the external support received to tackle the skills shortage in your company? [MULTIPLE ANSWERS] | Base: If Q12= 1, 2, 3, 4, 5, 6 (external support received)",,Lien_vers_fl_537_volume_B.xlsx,Did you encounter any issues with the external support received for addressing skills shortages in your company? (Multiple answers possible)
Q15,Q15 What type of external support would be the most useful for your company to tackle skill shortages? You can select up to three types of support. [MULTIPLE ANSWERS] | Base: All,,Lien_vers_fl_537_volume_B.xlsx,What are the most helpful types of external support for addressing skill shortages in your company? You can choose up to three options.
Q18,Q18 Have you heard or read anything on the Enterprise Europe Network? | Base: All,,Lien_vers_fl_537_volume_B.xlsx,Have you heard of or read about the Enterprise Europe Network? (for all respondents)
Q1_1,"Q1_1 Generally speaking, do you think that…? Having the euro is a good or a bad thing for your country. | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,Do you consider having the euro as a good or a bad thing for your country?
Q1_2,"Q1_2 Generally speaking, do you think that…? Having the euro is a good or bad thing for the EU. | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,Do you consider having the euro as a good or bad thing for the EU overall?
Q5,"Q5 Are you in favour of abolishing 1- and 2-euro cent coins in the euro area and applying mandatory up- and down-rounding of the final sum of purchase in shops and supermarkets (i.e. prices can still be set at any cent amount but the final sum of purchase is rounded at the tills to 0 or 5 cent, depending on whether the sum is closer to 0 or to 5)? | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,Are you in favor of abolishing 1- and 2-euro cent coins in the euro area and implementing mandatory rounding of purchases at shops and supermarkets (rounding up or down to the nearest 5 cents)?
Q6,"Q6 Today, when you are buying things, do you tend to convert from the price in euro to the (NATIONAL CURRENCY)? | Base: All (Croatia)",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,Do you typically convert prices from Euros to Croatian Kuna when shopping?
Q7,"Q7 When the euro coins and banknotes were physically introduced in (OUR COUNTRY), do you personally think that the euro introduction had any impact on prices during this changeover period? | Base: All (Croatia)",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Did the introduction of euros in Croatia affect prices during the transition period, according to your personal opinion?"
Q8_1,Q8_1 Do you think that the euro...? Has made travelling easier and less costly | Base: All,,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,Has the euro made traveling easier and less costly? (All respondents)
Q8_2,Q8_2 Do you think that the euro...? Has reduced banking charges when travelling in different EU countries (e.g. when withdrawing money from an ATM) | Base: All,,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Does the euro reduce banking charges when traveling in different EU countries, such as when withdrawing money from an ATM?"
Q8_3,Q8_3 Do you think that the euro...? Has made it easier to do business in different EU countries | Base: All,,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,Does the euro make it easier to do business in different EU countries?
Q8_4,"Q8_4 Do you think that the euro...? Has made it easier to compare prices and shop in different EU countries, including online | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Does the euro make it easier to compare prices and shop in different EU countries, including online? (All)"
Q9,"Q9 Do you think that the degree to which economic policy, including budgetary policies, is coordinated in the euro area is appropriate? Should there be more or less coordination among euro-area governments? | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Is the coordination of economic policy, including budgetary policies, among euro-area governments appropriate? Should there be more or less coordination? (All respondents)"
Q10_1,"Q10_1 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? There is a need for significant reforms to improve the performance of our economy | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Do you agree or disagree that there's a need for significant economic reforms (labour, pension, social security, healthcare, education, market) in euro-area countries to improve their economy's performance?"
Q10_2,"Q10_2 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? I think successful reforms in other euro-area countries have facilitated reforms in our country | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Do you agree or disagree that successful economic reforms in other Euro-area countries have facilitated reforms in our country? (The reforms include labour market, pension, social security, healthcare, education, and market reforms.)"
Q10_3,"Q10_3 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? Governments need to save more today in order to prepare public finances for the ageing of populations | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Do you agree or disagree that governments should save more today to prepare public finances for the aging population, given they are implementing various economic reforms like labor market, pension, social security, healthcare, education, and market reforms?"
Q10_4,"Q10_4 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? The retirement age should be increased to ensure sustainability of the pension system | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"Should the retirement age be increased to ensure sustainability of the pension system in euro-area countries, given their economic reforms?"
Q11_1,"Q11_1 In your opinion, how important is it that the government in (OUR COUNTRY)  should introduce reforms in each of the following areas to help increase growth and employment? Labour market | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,How important is it for the government in our country to introduce reforms in the labour market and other specified areas to boost growth and employment?
Q11_3,"Q11_3 In your opinion, how important is it that the government in (OUR COUNTRY)  should introduce reforms in each of the following areas to help increase growth and employment? Pension system | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,How important is it for the government in our country to introduce reforms in the pension system to help increase growth and employment?
Q12,"Q12 What is your expectation regarding the inflation rate this year? Compared to last year, will it be: | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,What is your expected inflation rate for this year compared to last year? (All)
Q13,"Q13 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide a recovery plan of 650 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx,"What do you think about the EU's recent financial support (650 billion euros) for Member States during the COVID-19 crisis, which includes grants and loans with conditions for green, digital, and social investments and reforms? Was it a good or not good decision?"
QA1_1,QA1.1. How would you judge the current situation in each of the following? :-The situation in (OUR COUNTRY) in general,QA1.1. Comment jugez-vous la situation actuelle de chacun des domaines suivants ?  :-La situation en  (NOTRE PAYS) en général,Lien_vers_eb98_volume_B.xlsx,What is your assessment of the current situation in our country overall?
QA1_4,QA1.4. How would you judge the current situation in each of the following? :-Your personal job situation,QA1.4. Comment jugez-vous la situation actuelle de chacun des domaines suivants ?  :-Votre situation professionnelle,Lien_vers_eb98_volume_B.xlsx,What is your assessment of your current job situation?
QA2_1,"QA2.1. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-Your life in general","QA2.1. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ? :-Votre vie en général ",Lien_vers_eb98_volume_B.xlsx,"How do you expect your life in general to be over the next 12 months - better, worse, or the same?"
QA2_2,"QA2.2. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The situation in (OUR COUNTRY) in general","QA2.2. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation en (NOTRE PAYS) en général",Lien_vers_eb98_volume_B.xlsx,"How do you expect the situation in our country in general to be over the next 12 months - better, worse, or the same?"
QA2_3,"QA2.3. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The economic situation in (OUR COUNTRY)","QA2.3. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation économique en (NOTRE PAYS) ",Lien_vers_eb98_volume_B.xlsx,"What are your expectations for the next 12 months regarding the economic situation in our country: will it be better, worse, or remain the same?"
QA2_4,"QA2.4. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The financial situation of your household","QA2.4. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation financière de votre ménage",Lien_vers_eb98_volume_B.xlsx,"Will the financial situation of your household be better, worse, or the same in the next 12 months?"
QA2_7,"QA2.7. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The economic situation in the EU","QA2.7. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation économique dans l'Union européenne",Lien_vers_eb98_volume_B.xlsx,"Will the economic situation in the EU be better, worse, or the same over the next 12 months?"
QA3,QA3. What do you think are the two most important issues facing (OUR COUNTRY) at the moment? (MAX. 2 ANSWERS),"QA3. A votre avis, quels sont les deux problèmes les plus importants auxquels doit faire face (NOTRE PAYS) actuellement ? (2 RÉPONSES MAX.)",Lien_vers_eb98_volume_B.xlsx,"What are the top two current challenges for our country, as you see it? (Limit your answer to 2 issues)"
