sheet_id,question_en,question_fr,file_name
Q14,Q14 Does your company have a concrete strategy in place to reduce your carbon footprint and become climate neutral or negative? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q15,Q15 What actions is your company undertaking to be become climate neutral? | Base: IF Q14=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q9,Q9 Does your company offer green products or services? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q11,Q11 For how long has your company been selling green products or services? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q13,Q13 What type of support does your company rely on for the production of its green products or services? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q2a_1,Q2a_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2a_2,Q2a_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2a_1f,Q2a_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2a_2f,Q2a_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2b_1,Q2b_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2b_2,Q2b_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2b_1f,Q2b_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2b_2f,Q2b_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2a_1,Q2a_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_520_volume_B.xlsx
Q2a_2,Q2a_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_520_volume_B.xlsx
Q2a_1f,Q2a_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: All,,Lien_vers_fl_520_volume_B.xlsx
Q2a_2f,Q2a_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_520_volume_B.xlsx
Q2b_1,Q2b_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_520_volume_B.xlsx
Q2b_2,Q2b_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_520_volume_B.xlsx
Q2b_1f,Q2b_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: All,,Lien_vers_fl_520_volume_B.xlsx
Q2b_2f,Q2b_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_520_volume_B.xlsx
Q3,Q3 To what extent are you confident that your investments are protected by the law and courts in (your country) if something goes wrong? | Base: All,,Lien_vers_fl_520_volume_B.xlsx
D6_1,"D6_1 Do you know if, in 2022, your company has sold products and or services to other EU countries | Base: All",,Lien_vers_fl_520_volume_B.xlsx
D6_2,"D6_2 Do you know if, in 2022, your company has sold products and or services to countries outside EU | Base: All",,Lien_vers_fl_520_volume_B.xlsx
Q2a_1,"Q2a_1 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will help put an end to the pandemic | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1",,fl_494_volume_B.xlsx
Q2a_2,"Q2a_2 Here is a list of possible reasons for getting vaccinated against COVID-19. For each of them, please indicate how important it is/it was in your own decision. The Covid-19 vaccine will protect me from getting Covid-19 | Base: If ""As soon as possible"", ""Some time in 2021"" or ""I have already been vaccinated"" in Q1",,fl_494_volume_B.xlsx
Q2b_1,"Q2b_1 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the Covid-19 pandemic will be over soon | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx
Q2b_2,"Q2b_2 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that the risk of being infected with Covid-19 is very low or inexistent in my case | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx
Q2b_4,"Q2b_4 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I am worried about the side effects of Covid-19 vaccines | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx
Q2b_5,"Q2b_5 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I think that Covid-19 vaccines have not been sufficiently tested yet | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx
Q2b_6,"Q2b_6 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I don’t think that Covid-19 vaccines are effective | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx
Q2b_7,"Q2b_7 Here is a list of possible reasons for not getting vaccinated soon against COVID-19. For each of them, please indicate how important it is in your own decision. I am against vaccines in general | Base: If ""Later"" or ""Never"" in Q1",,fl_494_volume_B.xlsx
Q3,Q3 Which of the following statements correspond to what you think? You would be more eager to get vaccinated against COVID-19 if…Please tick all answers that apply. | Base: All,,fl_494_volume_B.xlsx
Q4_1,"Q4_1 To what extent do you agree or disagree with each of the following statements? All in all, benefits of COVID-19 vaccines outweigh possible risks | Base: All",,fl_494_volume_B.xlsx
Q4_2,Q4_2 To what extent do you agree or disagree with each of the following statements? I believe vaccines authorised in the European Union are safe | Base: All,,fl_494_volume_B.xlsx
Q4_3,"Q4_3 To what extent do you agree or disagree with each of the following statements? COVID-19 vaccines are being developed, tested and authorised too quickly to be safe | Base: All",,fl_494_volume_B.xlsx
Q4_4,Q4_4 To what extent do you agree or disagree with each of the following statements? COVID-19 vaccines could have long term side-effects that we do not know yet | Base: All,,fl_494_volume_B.xlsx
Q4_5,Q4_5 To what extent do you agree or disagree with each of the following statements? A vaccine is the only way to end the pandemic | Base: All,,fl_494_volume_B.xlsx
Q4_6,Q4_6 To what extent do you agree or disagree with each of the following statements?  You do not understand why people are reluctant to get vaccinated | Base: All,,fl_494_volume_B.xlsx
Q4_7,Q4_7 To what extent do you agree or disagree with each of the following statements? Serious diseases have disappeared thanks to vaccines | Base: All,,fl_494_volume_B.xlsx
Q5_1,Q5_1 To what extent do you agree or disagree with each of the following statements? You can avoid being infected by COVID-19 without being vaccinated | Base: All,,fl_494_volume_B.xlsx
Q5_2,Q5_2 To what extent do you agree or disagree with each of the following statements? Public authorities are not sufficiently transparent about COVID-19 vaccines | Base: All,,fl_494_volume_B.xlsx
Q6,"Q6 Among the following sources, which ones would you trust more to give you reliable information on COVID-19 vaccines? | Base: All",,fl_494_volume_B.xlsx
Q7,Q7 On which topics would you like to get more information? | Base: All,,fl_494_volume_B.xlsx
Q8_1,"Q8_1 Thinking about the way the following institutions have handled the vaccination strategy, would you say you are…: the (NATIONALITY) government | Base: All",,fl_494_volume_B.xlsx
Q8_2,"Q8_2 Thinking about the way the following institutions have handled the vaccination strategy, would you say you are.…: the European Union | Base: All",,fl_494_volume_B.xlsx
Q9_1,"Q9_1 For each of the following statements, please tell me if it applies to you or not.  You know people who have tested positive to COVID-19 | Base: All",,fl_494_volume_B.xlsx
Q9_2,"Q9_2 For each of the following statements, please tell me if it applies to you or not.  You know people who have been ill because of COVID-19 | Base: All",,fl_494_volume_B.xlsx
Q3,Q3 How long - on average - does it take your company to hire someone with the right skills? | Base: All,,Lien_vers_fl_537_volume_B.xlsx
Q5,Q5 Which qualification/educational levels does your company find the most difficult to recruit? [MULTIPLE ANSWERS] | Base: All,,Lien_vers_fl_537_volume_B.xlsx
Q9_1,Q9_1 Do the skill shortages faced by your company have an impact on…? Your company's ability to reduce your environmental impact and help reducing climate change | Base: If Q2=1 or 2,,Lien_vers_fl_537_volume_B.xlsx
Q9_2,Q9_2 Do the skill shortages faced by your company have an impact on…? Your company's ability to deploy more IT technologies in your operations | Base: If Q2=1 or 2,,Lien_vers_fl_537_volume_B.xlsx
Q10,Q10 Which of the following statements best describes the deployment of Artificial Intelligence Technologies (AI) in your company over the next 5 years? | Base: All,,Lien_vers_fl_537_volume_B.xlsx
Q11,"Q11 In the past two years, what measures, if any, has your company taken to address skills shortages? Please choose the three most important ones. [MULTIPLE ANSWERS] | Base: All",,Lien_vers_fl_537_volume_B.xlsx
Q12,"Q12 In the past two years, what type of external support did your company receive to find skilled staff? Please choose the three most important types of support. [MULTIPLE ANSWERS] | Base: All",,Lien_vers_fl_537_volume_B.xlsx
Q13,"Q13 Overall, how effective was the external support received to tackle the skills shortage in your company? | Base: If Q12= 1, 2, 3, 4, 5, 6 (external support received)",,Lien_vers_fl_537_volume_B.xlsx
Q14,"Q14 Did you experience any of the following problems with the external support received to tackle the skills shortage in your company? [MULTIPLE ANSWERS] | Base: If Q12= 1, 2, 3, 4, 5, 6 (external support received)",,Lien_vers_fl_537_volume_B.xlsx
Q15,Q15 What type of external support would be the most useful for your company to tackle skill shortages? You can select up to three types of support. [MULTIPLE ANSWERS] | Base: All,,Lien_vers_fl_537_volume_B.xlsx
Q18,Q18 Have you heard or read anything on the Enterprise Europe Network? | Base: All,,Lien_vers_fl_537_volume_B.xlsx
Q1_1,"Q1_1 Generally speaking, do you think that…? Having the euro is a good or a bad thing for your country. | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q1_2,"Q1_2 Generally speaking, do you think that…? Having the euro is a good or bad thing for the EU. | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q5,"Q5 Are you in favour of abolishing 1- and 2-euro cent coins in the euro area and applying mandatory up- and down-rounding of the final sum of purchase in shops and supermarkets (i.e. prices can still be set at any cent amount but the final sum of purchase is rounded at the tills to 0 or 5 cent, depending on whether the sum is closer to 0 or to 5)? | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q6,"Q6 Today, when you are buying things, do you tend to convert from the price in euro to the (NATIONAL CURRENCY)? | Base: All (Croatia)",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q7,"Q7 When the euro coins and banknotes were physically introduced in (OUR COUNTRY), do you personally think that the euro introduction had any impact on prices during this changeover period? | Base: All (Croatia)",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q8_1,Q8_1 Do you think that the euro...? Has made travelling easier and less costly | Base: All,,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q8_2,Q8_2 Do you think that the euro...? Has reduced banking charges when travelling in different EU countries (e.g. when withdrawing money from an ATM) | Base: All,,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q8_3,Q8_3 Do you think that the euro...? Has made it easier to do business in different EU countries | Base: All,,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q8_4,"Q8_4 Do you think that the euro...? Has made it easier to compare prices and shop in different EU countries, including online | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q9,"Q9 Do you think that the degree to which economic policy, including budgetary policies, is coordinated in the euro area is appropriate? Should there be more or less coordination among euro-area governments? | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q10_1,"Q10_1 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? There is a need for significant reforms to improve the performance of our economy | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q10_2,"Q10_2 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? I think successful reforms in other euro-area countries have facilitated reforms in our country | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q10_3,"Q10_3 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? Governments need to save more today in order to prepare public finances for the ageing of populations | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q10_4,"Q10_4 Governments in all euro-area countries are implementing various economic reforms, such as labour market reforms, pension, social security or healthcare reforms, reforms of education systems or market reforms to open sectors to competition. Would you agree or disagree with the following statements related to such reforms? The retirement age should be increased to ensure sustainability of the pension system | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q11_1,"Q11_1 In your opinion, how important is it that the government in (OUR COUNTRY)  should introduce reforms in each of the following areas to help increase growth and employment? Labour market | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q11_3,"Q11_3 In your opinion, how important is it that the government in (OUR COUNTRY)  should introduce reforms in each of the following areas to help increase growth and employment? Pension system | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q12,"Q12 What is your expectation regarding the inflation rate this year? Compared to last year, will it be: | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
Q13,"Q13 What are your thoughts about the most recent EU financial support for EU Member States to overcome the COVID-19 crisis? Do you think it was good or not good to provide a recovery plan of 650 billion euros supporting  all Member States, through grants and loans,  on conditions that they make green, digital and social investments and reforms? | Base: All",,Lien_vers_La_zone_euro_FL533_volume_B.xlsx
QA1_1,QA1.1. How would you judge the current situation in each of the following? :-The situation in (OUR COUNTRY) in general,QA1.1. Comment jugez-vous la situation actuelle de chacun des domaines suivants ?  :-La situation en  (NOTRE PAYS) en général,Lien_vers_eb98_volume_B.xlsx
QA1_4,QA1.4. How would you judge the current situation in each of the following? :-Your personal job situation,QA1.4. Comment jugez-vous la situation actuelle de chacun des domaines suivants ?  :-Votre situation professionnelle,Lien_vers_eb98_volume_B.xlsx
QA2_1,"QA2.1. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-Your life in general","QA2.1. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ? :-Votre vie en général ",Lien_vers_eb98_volume_B.xlsx
QA2_2,"QA2.2. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The situation in (OUR COUNTRY) in general","QA2.2. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation en (NOTRE PAYS) en général",Lien_vers_eb98_volume_B.xlsx
QA2_3,"QA2.3. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The economic situation in (OUR COUNTRY)","QA2.3. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation économique en (NOTRE PAYS) ",Lien_vers_eb98_volume_B.xlsx
QA2_4,"QA2.4. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The financial situation of your household","QA2.4. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation financière de votre ménage",Lien_vers_eb98_volume_B.xlsx
QA2_7,"QA2.7. What are your expectations for the next 12 months : will the next 12 months be better, worse or the same, when it comes to...? :-The economic situation in the EU","QA2.7. Quelles sont vos attentes pour les 12 prochains mois : les 12 prochains mois seront-ils meilleurs, moins bons ou sans changement, en ce qui concerne … ?  :-La situation économique dans l'Union européenne",Lien_vers_eb98_volume_B.xlsx
QA3,QA3. What do you think are the two most important issues facing (OUR COUNTRY) at the moment? (MAX. 2 ANSWERS),"QA3. A votre avis, quels sont les deux problèmes les plus importants auxquels doit faire face (NOTRE PAYS) actuellement ? (2 RÉPONSES MAX.)",Lien_vers_eb98_volume_B.xlsx
QA5,QA5. What do you think are the two most important issues facing the EU at the moment? (MAX. 2 ANSWERS),"QA5. A votre avis, quels sont les deux problèmes les plus importants auxquels doit faire face l'Union européenne actuellement ? (2 RÉPONSES MAX.)",Lien_vers_eb98_volume_B.xlsx
D73_2,"D73.2. At the present time, would you say that, in general, things are going in the right direction or in the wrong direction, in…? :-The European Union","D73.2. En ce moment, diriez-vous que, d'une manière générale, les choses vont dans la bonne direction ou dans la mauvaise direction… ?  :-Dans l'Union européenne",Lien_vers_eb98_volume_B.xlsx
QA6_8,"QA6.8. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it? :-Health and medical staff in (OUR COUNTRY)","QA6.8. Dans quelle mesure avez-vous confiance dans certaines institutions ? Pour chacune des institutions suivantes, avez-vous plutôt confiance ou plutôt pas confiance en elle ? :-Le personnel médical et de santé en (NOTRE PAYS)",Lien_vers_eb98_volume_B.xlsx
QA6_11,"QA6.11. How much trust do you have in certain institutions? For each of the following institutions, do you tend to trust it or tend not to trust it? :-The European Union","QA6.11. Dans quelle mesure avez-vous confiance dans certaines institutions ? Pour chacune des institutions suivantes, avez-vous plutôt confiance ou plutôt pas confiance en elle ? :-L'Union européenne",Lien_vers_eb98_volume_B.xlsx
QA7,QA7. What does the EU mean to you personally? (MULTIPLE ANSWERS POSSIBLE),QA7. Que représente l'Union européenne pour vous personnellement ? (PLUSIEURS RÉPONSES POSSIBLES),Lien_vers_eb98_volume_B.xlsx
QA10_1,QA10.1. Have you heard of…? :-The European Parliament,QA10.1. Avez-vous déjà entendu parler … ? :-Du Parlement européen,Lien_vers_eb98_volume_B.xlsx
QA10_2,QA10.2. Have you heard of…? :-The European Commission,QA10.2. Avez-vous déjà entendu parler … ? :-De la Commission européenne,Lien_vers_eb98_volume_B.xlsx
QA10_3,QA10.3. Have you heard of…? :-The European Central Bank,QA10.3. Avez-vous déjà entendu parler … ? :-De la Banque centrale européenne,Lien_vers_eb98_volume_B.xlsx
QA10_4,QA10.4. Have you heard of…? :-The European Council,QA10.4. Avez-vous déjà entendu parler … ? :-Du Conseil européen,Lien_vers_eb98_volume_B.xlsx
QA11_1,QA11.1. Please tell if you tend to trust or tend not to trust these European institutions? :-The European Parliament,QA11.1. Veuillez dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes ? :-Le Parlement européen,Lien_vers_eb98_volume_B.xlsx
QA11_2,QA11.2. Please tell if you tend to trust or tend not to trust these European institutions? :-The European Commission,QA11.2. Veuillez dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes ? :-La Commission européenne,Lien_vers_eb98_volume_B.xlsx
QA11_3,QA11.3. Please tell if you tend to trust or tend not to trust these European institutions? :-The European Central Bank,QA11.3. Veuillez dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes ? :-La Banque centrale européenne,Lien_vers_eb98_volume_B.xlsx
QA11_4,QA11.4. Please tell if you tend to trust or tend not to trust these European institutions? :-The European Council,QA11.4. Veuillez dire si vous avez plutôt confiance ou plutôt pas confiance en ces institutions européennes ? :-Le Conseil européen,Lien_vers_eb98_volume_B.xlsx
QA12_2,QA12.2. To what extent do you agree or disagree with each of the following statements? :-(OUR COUNTRY) could better face the future outside the EU,QA12.2. Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ? :-(NOTRE PAYS) pourrait mieux faire face au futur si elle était en dehors de l'Union européenne,Lien_vers_eb98_volume_B.xlsx
QA12_3,QA12.3. To what extent do you agree or disagree with each of the following statements? :-More decisions should be taken at EU level,QA12.3. Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ? :-Plus de décisions devraient être prises au niveau de l'Union européenne,Lien_vers_eb98_volume_B.xlsx
QA13,"QA13. Would you say that you are very optimistic, fairly optimistic, fairly pessimistic or very pessimistic about the future of the EU?","QA13. Diriez-vous que vous êtes très optimiste, plutôt optimiste, plutôt pessimiste ou très pessimiste concernant le futur de l'Union européenne ? ",Lien_vers_eb98_volume_B.xlsx
QB1_1,QB1.1. To what extent do you agree or disagree with each of the following statements. :-The interests of (OUR COUNTRY) are well taken into account in the EU,QB1.1. Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ? :-Les intérêts de (NOTRE PAYS) sont bien pris en compte dans l'Union européenne,Lien_vers_eb98_volume_B.xlsx
QB1_2,"QB1.2. To what extent do you agree or disagree with each of the following statements. :-All EU Member States should respect the core values of the EU, such as fundamental rights, rule of law and democracy","QB1.2. Dans quelle mesure êtes-vous d'accord ou pas d'accord avec chacune des affirmations suivantes ? :-Tous les États membres de l'UE devraient respecter les valeurs fondamentales de l'Union européenne, comme les droits fondamentaux, l'état de droit et la démocratie",Lien_vers_eb98_volume_B.xlsx
QB2_1,"QB2.1. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-A common foreign policy of the Member States of the EU","QB2.1. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-Une politique étrangère commune aux États membres de l'Union européenne",Lien_vers_eb98_volume_B.xlsx
QB2_3,"QB2.3. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-The EU’s common trade policy","QB2.3. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-La politique commerciale commune de l'Union européenne",Lien_vers_eb98_volume_B.xlsx
QB2_4,"QB2.4. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-A common European policy on migration","QB2.4. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-Une politique européenne commune en matière de migration",Lien_vers_eb98_volume_B.xlsx
QB2_5,"QB2.5. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-A common energy policy among EU Member States","QB2.5. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-Une politique énergétique commune des Etats membres de l'Union européenne",Lien_vers_eb98_volume_B.xlsx
QB2_6,"QB2.6. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-Further enlargement of the EU to include other countries in future years","QB2.6. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-L'élargissement de l'Union européenne à d'autres pays dans les années à venir",Lien_vers_eb98_volume_B.xlsx
QB2_7,"QB2.7. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-The free movement of EU citizens who can live, work, study and do business anywhere in the EU","QB2.7. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-La libre circulation des citoyens de l'Union européenne qui peuvent vivre, travailler, étudier et faire des affaires partout dans l'Union européenne",Lien_vers_eb98_volume_B.xlsx
QB2_8,"QB2.8. What is your opinion on each of the following statements? Please tell for each statement, whether you are for it or against it. :-A common EU health policy","QB2.8. Quelle est votre opinion sur chacune des propositions suivantes ? Veuillez dire, pour chaque proposition, si vous êtes pour ou si vous êtes contre. :-Une politique européenne commune en matière de santé",Lien_vers_eb98_volume_B.xlsx
