sheet_id,file_name,question_clean,answer_label,is_summary,demographic_type,demographic_value,count,pct,total_base
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,manager,7.0,2.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,manager,37.0,2.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,manual_worker,63.0,2.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Pas du tout d'accord,False,occupation,other_white_collar,18.0,2.0,1013.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,total,eu27,962.0,4.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,gender,male,413.0,3.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,gender,female,548.0,4.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,income_difficulty,poor,118.0,6.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,income_difficulty,medium,276.0,4.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,income_difficulty,rich,550.0,3.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,self_employed,225.0,4.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,self_employed,117.0,4.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,not_working,147.0,9.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,student,82.0,4.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,unemployed,24.0,2.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,retired,369.0,6.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,self_employed,16.0,8.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,self_employed,0.0,,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,self_employed,7.0,1.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,self_employed,29.0,4.0,712.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,manager,5.0,1.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,manager,19.0,1.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,manual_worker,81.0,3.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Ne sait pas,False,occupation,other_white_collar,63.0,6.0,1013.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,total,eu27,23429.0,88.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,gender,male,11152.0,88.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,gender,female,12257.0,89.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,income_difficulty,poor,1805.0,86.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,income_difficulty,medium,5972.0,86.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,income_difficulty,rich,15430.0,90.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,self_employed,4533.0,88.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,self_employed,2337.0,89.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,not_working,1351.0,82.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,student,2110.0,90.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,unemployed,949.0,90.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,retired,5627.0,86.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,self_employed,164.0,83.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,self_employed,10.0,98.0,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,self_employed,544.0,92.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,self_employed,642.0,90.0,712.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,manager,389.0,89.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,manager,1801.0,91.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,manual_worker,2454.0,89.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'D'accord',True,occupation,other_white_collar,861.0,85.0,1013.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,total,eu27,2004.0,8.0,26395.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,gender,male,1070.0,9.0,12635.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,gender,female,933.0,7.0,13739.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,income_difficulty,poor,181.0,8.0,2104.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,income_difficulty,medium,711.0,10.0,6959.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,income_difficulty,rich,1105.0,7.0,17085.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,self_employed,386.0,8.0,5144.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,self_employed,176.0,7.0,2630.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,not_working,146.0,9.0,1644.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,student,133.0,6.0,2325.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,unemployed,80.0,8.0,1053.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,retired,486.0,8.0,6482.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,self_employed,17.0,9.0,197.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,self_employed,,2.0,10.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,self_employed,44.0,7.0,595.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,self_employed,42.0,6.0,712.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,manager,44.0,10.0,438.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,manager,148.0,8.0,1968.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,manual_worker,244.0,8.0,2780.0
QA1_2,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,Do you agree or disagree that the green transition should not leave anyone behind?,Total 'Pas d'accord',True,occupation,other_white_collar,88.0,9.0,1013.0
QA3_1,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,"Do you agree or disagree that you should personally do more to contribute to the green transition and fight against climate change, regardless of what others do?",Tout à fait d'accord,False,total,eu27,5872.0,22.0,26395.0
QA3_1,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,"Do you agree or disagree that you should personally do more to contribute to the green transition and fight against climate change, regardless of what others do?",Tout à fait d'accord,False,gender,male,2679.0,21.0,12635.0
QA3_1,Fairness_perception_green_transition_2022_ebs_527_volume_B.xlsx,"Do you agree or disagree that you should personally do more to contribute to the green transition and fight against climate change, regardless of what others do?",Tout à fait d'accord,False,gender,female,3189.0,23.0,13739.0
