sheet_id,question_en,question_fr,file_name
Q3_2,Q3_2 How often do you… Buy products with the EU Ecolabel | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q4a,Q4a Which of the following products have you bought in the past 12 months? Select all  that apply. [MULTIPLE ANSWERS] | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q4b,"Q4b Of the following products bought in the past 12 months, did you buy any with the EU Ecolabel? Select all that apply. [MULTIPLE ANSWERS] | Base: IF Q4a<11",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q5,"Q5 Where do you most frequently buy products with the EU Ecolabel? [MULTIPLE ANSWERS] | Base: IF Q3_2=1,2,3",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_1,"Q6_1 Would you like to find more products with the EU Ecolabel in any of the following categories? Textiles, clothing /footwear | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_2,Q6_2 Would you like to find more products with the EU Ecolabel in any of the following categories? Floor coverings/tiles | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_3,Q6_3 Would you like to find more products with the EU Ecolabel in any of the following categories? Cosmetics/animal care products | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_4,Q6_4 Would you like to find more products with the EU Ecolabel in any of the following categories? Absorbent hygiene products (diapers/feminine pads/tampons) | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_5,Q6_5 Would you like to find more products with the EU Ecolabel in any of the following categories? Paints/varnishes | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_6,Q6_6 Would you like to find more products with the EU Ecolabel in any of the following categories? Furniture/bed mattresses | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q6_7,Q6_7 Would you like to find more products with the EU Ecolabel in any of the following categories? Tourist accommodation services (hotels/campsites) | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q7_1,Q7_1 To what extent do you agree or disagree with the following statements? I trust that products with the EU Ecolabel truly have a lower environmental impact than similar products on the market | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q7_2,"Q7_2 To what extent do you agree or disagree with the following statements? Companies often make misleading environmental claims, leading customers to believe that their product or service is environmentally friendly | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q7_3,"Q7_3 To what extent do you agree or disagree with the following statements? To be credible, an environmental label needs to be verified by an independent organisation | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q8,Q8 Why do you not buy products with the EU Ecolabel? [MULTIPLE ANSWERS] | Base: IF Q3_2=4,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D1r1,D1r1 How old are you? 4 categories | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D1r2,D1r2 How old are you? 6 categories | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D2,D2 Which of the following describes how you think of yourself? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D3,D3 What is your nationality? Please tell me the country(ies) that applies(y). | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D4r1,D4r1 How old were you when you stopped full-time education? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D4r2,D4r2 How old were you when you stopped full-time education? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D5,"D5 As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D5r,"D5r As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D13,D13 Would you say you live in a...? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D22,"D22 How many people aged 15 years or more live in your household, yourself included? | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D23,D23 How many children under the age of 15 are living in your household? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
D25,D25 Device used to complete the survey | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx
Q1,Q1 What actions is your company undertaking to be more resource efficient? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q2,"Q2 Over the next two years, what are the additional resource efficiency actions that your company is planning to implement ? | Base: All",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q3,Q3 What impact have the undertaken resource efficiency actions had on the production costs over the past two years? The production costs have… | Base: IF CODE 1 TO 9 IN Q1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q4,"Q4 Over the past two years, how much have you invested on average per year to be more resource efficient? | Base: IF CODE 1 TO 9 IN Q1",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q5,Q5 Which type of support does your company rely on in its efforts to be more resource efficient? | Base: IF CODE 1 TO 9 IN Q1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q6,"Q6 More precisely, which type of external support is it? | Base: IF Q5=3",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q7,Q7 Did your company encounter any of the following difficulties when trying to set up resource efficiency actions? | Base: IF CODE 1 TO 9 IN Q1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q8,Q8 Which of the following would help your company the most to be more resource efficient? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q14,Q14 Does your company have a concrete strategy in place to reduce your carbon footprint and become climate neutral or negative? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q15,Q15 What actions is your company undertaking to be become climate neutral? | Base: IF Q14=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q9,Q9 Does your company offer green products or services? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q10,Q10 How much did these green products or services represent in your annual turnover of the latest available fiscal year? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q11,Q11 For how long has your company been selling green products or services? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q12,"Q12 In terms of turnover over the past 2 years, what were the main markets (countries/ geographical regions) for your green products or services? | Base: IF Q9=1",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
Q13,Q13 What type of support does your company rely on for the production of its green products or services? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
DX1,DX1 Which type of external support does your company get for the production of its green products or services? | Base: IF Q13=3,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
DX2,DX2 How satisfied or dissatisfied are you with the level of public support for your green products or services? | Base: IF DX1=1 OR DX1=4,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
DX3,DX3 What type of support would help you the most to expand your range of green products or services ? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
DX4,DX4 What type of support would help you the most to launch your range of green products or services ? | Base: IF Q9=2 OR Q9=3,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
DX5r,"DX5r In your company, how many of your full time employees, including yourself, work in green jobs some or all of the time? | Base: All",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
NACEA,NACEA Sector (NACE) | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
NACEB,NACEB Sector group (NACE) | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
D1b,"D1b Which of the following categories best describes your company? | Base: IF (NACE=B, C, D, E, F, G, H, I, J, M or L)",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
SCR10,SCR10 How many employees (full-time equivalents) does your company currently have? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
SCR12,SCR12 When was your company established? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
SCR13,"SCR13 Over the past two years, has your company's annual turnover increased, decreased or remained unchanged? | Base: All",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
SCR14,SCR14 What was your company's total turnover in 2020? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
brk_SCR14,brk_SCR14 Company's turnover (in euro) | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
SCR16,SCR16 Does your company sell…? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
SCR15,SCR15 Is your company selling its products or services…? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx
D4,"D4 In the last two years, have you been involved in any dispute which has gone to court? | Base: All",,Lien_vers_fl_519_volume_B.xlsx
Q1,"Q1 From what you know, how would you rate the justice system in (THIS COUNTRY) in terms of the independence of courts and judges? Would you say it is very good, fairly good, fairly bad or very bad? | Base: All",,Lien_vers_fl_519_volume_B.xlsx
Q2a_1,Q2a_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2a_2,Q2a_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2a_3,Q2a_3 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): The status and position of judges do not sufficiently guarantee their independence | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2a_1f,Q2a_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2a_2f,Q2a_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2a_3f,Q2a_3f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): The status and position of judges do not sufficiently guarantee their independence | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2b_1,Q2b_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2b_2,Q2b_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2b_3,Q2b_3 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):The status and position of judges sufficiently guarantee their independence | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx
Q2b_1f,Q2b_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2b_2f,Q2b_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx
Q2b_3f,Q2b_3f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):The status and position of judges sufficiently guarantee their independence | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D1r1,D1r1 How old are you? 4 categories | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D1r2,D1r2 How old are you? 6 categories | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D2,D2 Which of the following describes how you think of yourself? | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D3a,D3a What is your nationality? Please tell me the country(ies) that applies(y). | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D5,D5 How old were you when you stopped full-time education? | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D6,"D6 As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_fl_519_volume_B.xlsx
D6r,"D6r As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_fl_519_volume_B.xlsx
D13,D13 Would you say you live in a...? | Base: All,,Lien_vers_fl_519_volume_B.xlsx
D22,"D22 How many people aged 15 years or more live in your household, yourself included? | Base: All",,Lien_vers_fl_519_volume_B.xlsx
T1,B Fieldwork country,B Pays du travail de terrain,ebs_504_volume_B.xlsx
T2,Q1NAT What is your nationality? Please tell me the country(ies) that applies(y).,Q1NAT Quelle est votre nationalité ? Veuillez indiquer le(s) pays qui s'applique(nt).,ebs_504_volume_B.xlsx
T3,"QA1 Do you think that, in the EU, agriculture and rural areas are ... for our future? (ONE ANSWER ONLY)","QA1 Pensez-vous que, dans l'Union européenne, l'agriculture et les zones rurales sont ... pour notre futur ? (UNE SEULE REPONSE)",ebs_504_volume_B.xlsx
T4,QA2 Have you ever heard of the support that the EU gives farmers through its Common Agricultural Policy (CAP)? (ONE ANSWER ONLY),QA2 Avez-vous déjà entendu parler du soutien que l'Union Européenne accorde aux agriculteurs dans le cadre de sa politique agricole commune (PAC) ? (UNE SEULE REPONSE),ebs_504_volume_B.xlsx
T5,QA3 To what extent do you agree or disagree with the following statement: the Common Agricultural Policy (CAP) benefits all European citizens and not only farmers. (ONE ANSWER ONLY),QA3 Dans quelle mesure êtes-vous d'accord ou pas d'accord avec la proposition suivante : la politique agricole commune (PAC) bénéficie à l'ensemble des citoyens européens et pas seulement aux agriculteurs. (UNE SEULE REPONSE),ebs_504_volume_B.xlsx
T6,"QA4 In your opinion, which of the following should be the main objectives of the EU in terms of agriculture and rural development policy? (MULTIPLE ANSWER POSSIBLE)","QA4 Selon vous, quelles devraient être les principaux objectifs de l'Union européenne en matière de politique agricole et de développement rural ? (PLUSIEURS REPONSES POSSIBLES)",ebs_504_volume_B.xlsx
T7,QA5.1 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a fair standard of living for farmers,QA5.1 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Assurer un niveau de vie correct aux agriculteurs,ebs_504_volume_B.xlsx
T8,QA5.2 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Creating growth and jobs in rural areas,QA5.2 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Créer de la croissance et des emplois dans les zones rurales,ebs_504_volume_B.xlsx
T9,QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,QA5.3 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-S'assurer que les consommateurs aient des prix raisonnables pour les produits alimentaires,ebs_504_volume_B.xlsx
T10,QA5.4 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU,QA5.4 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Garantir un approvisionnement alimentaire stable dans l'Union Européenne,ebs_504_volume_B.xlsx
T11,QA5.5 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a sustainable way to produce food,QA5.5 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Assurer une façon durable de produire des aliments,ebs_504_volume_B.xlsx
T12,QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,QA5.6 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Protéger l'environnement et lutter contre le changement climatique,ebs_504_volume_B.xlsx
T13,"QA5.7 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Providing safe, healthy food of high quality","QA5.7 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Fournir de la nourriture sûre, saine et de grande qualité",ebs_504_volume_B.xlsx
T14,QA6 What do you think should be the two main responsibilities of farmers in our society? (TWO ANSWER MAXIMUM),"QA6 D'après vous, quelles devraient être les deux responsabilités principales des agriculteurs dans notre société ? (DEUX REPONSE MAXIMUM)",ebs_504_volume_B.xlsx
T15,QA7.1 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Developing research and digital solutions to support the agriculture and food sectors (M),"QA7.1 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Développer la recherche et les solutions numériques pour soutenir l'agriculture et le secteur agroalimentaire",ebs_504_volume_B.xlsx
T16,QA7.2 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Strengthening the farmer's role in the food chain,"QA7.2 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Renforcer le rôle des agriculteurs dans la chaîne alimentaire",ebs_504_volume_B.xlsx
T17,QA7.3 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Encouraging young people to enter the agricultural sector,"QA7.3 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Encourager les  jeunes à se lancer dans le secteur agricole",ebs_504_volume_B.xlsx
T18,"QA7.4 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Boosting investment and growth, and increasing the number of jobs in the agriculture and food sectors (N)","QA7.4 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Stimuler les investissements et la croissance, et accroître le nombre d'emplois dans les secteurs agricoles et alimentaires",ebs_504_volume_B.xlsx
T19,QA7.5 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Help tackle climate change (N),"QA7.5 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Contribuer à la lutte contre le changement climatique",ebs_504_volume_B.xlsx
T20,QA7.6 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU (N),"QA7.6 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Garantir un approvisionnement alimentaire stable dans l'UE",ebs_504_volume_B.xlsx
T21,QA7.7 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Ensuring sustainable management of natural resources (N),"QA7.7 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Garantir la gestion durable des ressources naturelles",ebs_504_volume_B.xlsx
T22,QA7.8 How important do you think the following priorities of the Common Agricultural Policy (CAP) are? (ONE ANSWER ONLY):-Reducing disparities in the development of different regions and territories of the EU (N),"QA7.8 Dans quelle mesure pensez-vous que les priorités suivantes de la politique agricole commune (PAC), sont importantes ? (UNE SEULE REPONSE):-Réduire les disparités dans le développement des différentes régions et des différents territoires de l'UE",ebs_504_volume_B.xlsx
T23,"QA8.1 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Developing research, and digital solutions to support the agriculture and food sectors (N)",QA8.1 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Développer la recherche et les solutions numériques pour soutenir l'agriculture et les secteurs alimentaires,ebs_504_volume_B.xlsx
T24,QA8.2 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Strengthening the farmer's role in the food chain (N),QA8.2 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Renforcer le rôle des agriculteurs dans la chaîne alimentaire,ebs_504_volume_B.xlsx
T25,QA8.3 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Encouraging young people to enter the agricultural sector (N),QA8.3 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Encourager les  jeunes à se lancer dans le secteur agricole,ebs_504_volume_B.xlsx
T26,"QA8.4 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Boosting investment and growth, and increasing the number of jobs in the agriculture and food sectors","QA8.4 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Stimuler les investissements et la croissance, et accroître le nombre d'emplois dans les secteurs agricoles et alimentaires",ebs_504_volume_B.xlsx
T27,QA8.5 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Help tackle climate change (N),QA8.5 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Contribuer à la lutte contre le changement climatique,ebs_504_volume_B.xlsx
T28,QA8.6 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU (N),QA8.6 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Garantir un approvisionnement alimentaire stable dans l'UE,ebs_504_volume_B.xlsx
T29,QA8.7 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Ensuring sustainable management of natural resources (N),QA8.7 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Garantir la gestion durable des ressources naturelles,ebs_504_volume_B.xlsx
T30,QA8.8 Do you agree or not that the Common Agricultural Policy (CAP) contributes to ... ? (ONE ANSWER ONLY):-Reducing disparities in the development of different regions and territories of the EU (N),QA8.8 Dans quelle mesure êtes-vous d'accord ou pas sur le fait que la politique agricole commune (PAC) contribue à ... ? (UNE SEULE REPONSE):-Réduire les disparités dans le développement des différentes régions et des différents territoires de l'UE,ebs_504_volume_B.xlsx
T31,QA9 The EU gives financial support to farmers to help stabilise their incomes. This aid represents around 1% of the combined public expenditure of the 27 Member States of the EU and around 35% of the total EU budget. (ONE ANSWER ONLY),"QA9 L'UE apporte un soutien financier aux agriculteurs pour les aider à stabiliser leurs revenus. Cette aide représente environ 1% des dépenses publiques cumulées des 27 Etats membres de l'UE et environ 35% du budget total de l'UE. Pensez-vous que ce soutien est trop faible, comme il faut, ou trop important ? (UNE SEULE REPONSE)",ebs_504_volume_B.xlsx
T32,QA10 What do you think are the main reasons why the EU spends a significant proportion of its budget (around 35% of the total EU budget) on the Common Agricultural Policy (CAP)? (M) (TWO ANSWER MAXIMUM),"QA10 Selon vous, quelles sont les principales raisons qui justifient qu'une part importante du budget de l'UE (environ 35% du budget total de l'UE) soit destinée à la politique agricole commune (PAC) ? (DEUX REPONSE MAXIMUM)",ebs_504_volume_B.xlsx
