sheet_id,question_en,question_fr,file_name,question_clean
Q2_4,Q2_4 The logo shown is that of the EU Ecolabel. Which of the following statements about the EU Ecolabel do you think are true or false? The EU Ecolabel is the European Union label for environmental excellence | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,"Is the statement ""The EU Ecolabel is the European Union label for environmental excellence"" true or false? (Regarding the EU Ecolabel logo shown)"
Q2_5,"Q2_5 The logo shown is that of the EU Ecolabel. Which of the following statements about the EU Ecolabel do you think are true or false? To get the EU Ecolabel, products have to comply to strict environmental criteria | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Is it true that products must comply with strict environmental criteria to receive the EU Ecolabel?
Q3_1,Q3_1 How often do you… Buy products with environmental labels | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you frequently purchase products with environmental labels? (All respondents)
Q3_2,Q3_2 How often do you… Buy products with the EU Ecolabel | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you frequently purchase products with the EU Ecolabel?
Q4a,Q4a Which of the following products have you bought in the past 12 months? Select all  that apply. [MULTIPLE ANSWERS] | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Have you purchased any of the following products within the last 12 months? (Select all that apply)
Q4b,"Q4b Of the following products bought in the past 12 months, did you buy any with the EU Ecolabel? Select all that apply. [MULTIPLE ANSWERS] | Base: IF Q4a<11",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Did you purchase any products with the EU Ecolabel within the last 12 months? (Select all that apply)
Q5,"Q5 Where do you most frequently buy products with the EU Ecolabel? [MULTIPLE ANSWERS] | Base: IF Q3_2=1,2,3",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Which stores or online platforms do you most often purchase products with the EU Ecolabel from? (Multiple answers possible)
Q6_1,"Q6_1 Would you like to find more products with the EU Ecolabel in any of the following categories? Textiles, clothing /footwear | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,"Do you want to find more products with the EU Ecolabel in textiles, clothing, or footwear? (All respondents)"
Q6_2,Q6_2 Would you like to find more products with the EU Ecolabel in any of the following categories? Floor coverings/tiles | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you want to find more floor coverings/tiles with the EU Ecolabel? (All)
Q6_3,Q6_3 Would you like to find more products with the EU Ecolabel in any of the following categories? Cosmetics/animal care products | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you want to see more cosmetics and animal care products with the EU Ecolabel? (Base: All)
Q6_4,Q6_4 Would you like to find more products with the EU Ecolabel in any of the following categories? Absorbent hygiene products (diapers/feminine pads/tampons) | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,"Do you want to see more products with the EU Ecolabel in the absorbent hygiene category, including diapers, feminine pads, and tampons?"
Q6_5,Q6_5 Would you like to find more products with the EU Ecolabel in any of the following categories? Paints/varnishes | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you want to find more products with the EU Ecolabel in the category of paints/varnishes? (All respondents)
Q6_6,Q6_6 Would you like to find more products with the EU Ecolabel in any of the following categories? Furniture/bed mattresses | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you want to find more furniture and bed mattresses with the EU Ecolabel? (Base: All)
Q6_7,Q6_7 Would you like to find more products with the EU Ecolabel in any of the following categories? Tourist accommodation services (hotels/campsites) | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you want to see more tourist accommodation services (hotels/campsites) with the EU Ecolabel?
Q7_1,Q7_1 To what extent do you agree or disagree with the following statements? I trust that products with the EU Ecolabel truly have a lower environmental impact than similar products on the market | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you agree or disagree that products with the EU Ecolabel have a lower environmental impact compared to similar products on the market? (All respondents)
Q7_2,"Q7_2 To what extent do you agree or disagree with the following statements? Companies often make misleading environmental claims, leading customers to believe that their product or service is environmentally friendly | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do companies often make misleading environmental claims about their products or services being eco-friendly?
Q7_3,"Q7_3 To what extent do you agree or disagree with the following statements? To be credible, an environmental label needs to be verified by an independent organisation | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,"Do you agree or disagree that for a label to be credible, it should be verified by an independent organization? (All)"
Q8,Q8 Why do you not buy products with the EU Ecolabel? [MULTIPLE ANSWERS] | Base: IF Q3_2=4,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Why don't you purchase products with the EU Ecolabel? (Select multiple options)
D1r1,D1r1 How old are you? 4 categories | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your age category? (Four options available)
D1r2,D1r2 How old are you? 6 categories | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your age category? (Six options available)
D2,D2 Which of the following describes how you think of yourself? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,How do you see yourself in relation to the following options? (All respondents)
D3,D3 What is your nationality? Please tell me the country(ies) that applies(y). | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your nationality? List the countries that apply. (All respondents)
D4r1,D4r1 How old were you when you stopped full-time education? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your age when you last completed full-time education? (All respondents)
D4r2,D4r2 How old were you when you stopped full-time education? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your age when you last completed full-time education? (All respondents)
D5,"D5 As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your current occupation?
D5r,"D5r As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What is your current occupation?
D13,D13 Would you say you live in a...? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,Do you consider yourself as living in...? (All)
D22,"D22 How many people aged 15 years or more live in your household, yourself included? | Base: All",,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,"How many people aged 15 and over are living in your household, including you? (All respondents)"
D23,D23 How many children under the age of 15 are living in your household? | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,How many children aged 14 and younger live in your household? (All respondents)
D25,D25 Device used to complete the survey | Base: All,,Lien_vers_le_label_écologique_de_l’UE_fl_535_volume_B.xlsx,What device did you use to complete the survey? (All respondents)
Q1,Q1 What actions is your company undertaking to be more resource efficient? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What actions is your company taking to become more resource-efficient? (All respondents)
Q2,"Q2 Over the next two years, what are the additional resource efficiency actions that your company is planning to implement ? | Base: All",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What additional resource efficiency actions is your company planning to implement over the next two years? (All)
Q3,Q3 What impact have the undertaken resource efficiency actions had on the production costs over the past two years? The production costs have… | Base: IF CODE 1 TO 9 IN Q1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Have the resource efficiency actions affected your production costs over the past two years? (If CODE 1-9 in Q1)
Q4,"Q4 Over the past two years, how much have you invested on average per year to be more resource efficient? | Base: IF CODE 1 TO 9 IN Q1",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"On average, how much have you invested per year over the past two years towards resource efficiency? (For respondents with code 1-9 in Q1)"
Q5,Q5 Which type of support does your company rely on in its efforts to be more resource efficient? | Base: IF CODE 1 TO 9 IN Q1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What type of support does your company use for being more resource-efficient? (If code 1 to 9 from Q1)
Q6,"Q6 More precisely, which type of external support is it? | Base: IF Q5=3",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"What type of external support are you referring to, specifically? (Assuming Q5=3)"
Q7,Q7 Did your company encounter any of the following difficulties when trying to set up resource efficiency actions? | Base: IF CODE 1 TO 9 IN Q1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Did your company face any difficulties while setting up resource efficiency actions? (Specify if applicable)
Q8,Q8 Which of the following would help your company the most to be more resource efficient? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What could most help your company become more resource efficient? (Multiple answers possible)
Q14,Q14 Does your company have a concrete strategy in place to reduce your carbon footprint and become climate neutral or negative? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Does your company have a specific strategy to lower its carbon emissions and aim for climate neutrality or negativity? (All respondents)
Q15,Q15 What actions is your company undertaking to be become climate neutral? | Base: IF Q14=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What actions is your company taking towards becoming climate neutral?
Q9,Q9 Does your company offer green products or services? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Does your company provide green products or services? (for all respondents)
Q10,Q10 How much did these green products or services represent in your annual turnover of the latest available fiscal year? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"What percentage of your latest annual turnover was from green products or services, if you identified as a green business (Q9=1)?"
Q11,Q11 For how long has your company been selling green products or services? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,How long has your company been offering green products or services? (Assuming you answered 'Yes' to Q9)
Q12,"Q12 In terms of turnover over the past 2 years, what were the main markets (countries/ geographical regions) for your green products or services? | Base: IF Q9=1",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What are the primary countries/geographical regions where you sold your green products or services in the last 2 years? (Assuming Q9 indicates involvement in green products/services)
Q13,Q13 What type of support does your company rely on for the production of its green products or services? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What kind of support does your company use for producing its green products or services? (Applies only if Q9 is 1)
DX1,DX1 Which type of external support does your company get for the production of its green products or services? | Base: IF Q13=3,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What type of external support does your company receive for producing green products or services? (Applies only if Q13=3)
DX2,DX2 How satisfied or dissatisfied are you with the level of public support for your green products or services? | Base: IF DX1=1 OR DX1=4,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Are you satisfied or dissatisfied with the level of public support for your green products/services? (Only if DX1 is 1 or 4)
DX3,DX3 What type of support would help you the most to expand your range of green products or services ? | Base: IF Q9=1,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"What type of support would be most helpful for expanding your green product/service range, if you currently offer them (Q9=1)?"
DX4,DX4 What type of support would help you the most to launch your range of green products or services ? | Base: IF Q9=2 OR Q9=3,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What type of support would be most helpful for launching your green products/services? (This applies if Q9 is 2 or 3)
DX5r,"DX5r In your company, how many of your full time employees, including yourself, work in green jobs some or all of the time? | Base: All",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"How many full-time employees, including you, in your company work in green jobs some or all of the time? (Base: All employees)"
NACEA,NACEA Sector (NACE) | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What is your current sector of activity according to the NACE classification?
NACEB,NACEB Sector group (NACE) | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"What is your sector group, according to the NACE classification system?"
D1b,"D1b Which of the following categories best describes your company? | Base: IF (NACE=B, C, D, E, F, G, H, I, J, M or L)",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"What category best describes your company (from B, C, D, E, F, G, H, I, J, M, or L)?"
SCR10,SCR10 How many employees (full-time equivalents) does your company currently have? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What is the current number of full-time equivalent employees at your company?
SCR12,SCR12 When was your company established? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What year was your company founded? (For all companies)
SCR13,"SCR13 Over the past two years, has your company's annual turnover increased, decreased or remained unchanged? | Base: All",,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,"Has your company's annual turnover increased, decreased, or stayed the same over the past two years? (All respondents)"
SCR14,SCR14 What was your company's total turnover in 2020? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What was the total revenue of your company in 2020? (For all respondents)
brk_SCR14,brk_SCR14 Company's turnover (in euro) | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,What is the company's annual revenue in euros? (Base: All respondents)
SCR16,SCR16 Does your company sell…? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Does your company offer products or services for sale? (All respondents)
SCR15,SCR15 Is your company selling its products or services…? | Base: All,,Lien_vers_les_PME_et_les_marchés_verts_2021_eb_fl_498_volume_B.xlsx,Does your company sell its products or services? (All respondents)
D4,"D4 In the last two years, have you been involved in any dispute which has gone to court? | Base: All",,Lien_vers_fl_519_volume_B.xlsx,Have you been involved in any court cases within the past two years? (All respondents)
Q1,"Q1 From what you know, how would you rate the justice system in (THIS COUNTRY) in terms of the independence of courts and judges? Would you say it is very good, fairly good, fairly bad or very bad? | Base: All",,Lien_vers_fl_519_volume_B.xlsx,"How would you rate the independence of courts and judges in this country? Choose from very good, fairly good, fairly bad, or very bad."
Q2a_1,Q2a_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx,How much does interference or pressure from government and politicians contribute to your perception of the independence of the justice system in THIS COUNTRY?
Q2a_2,Q2a_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx,How much does interference or pressure from economic or other specific interests contribute to your perception of the independence of the justice system in THIS COUNTRY?
Q2a_3,Q2a_3 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): The status and position of judges do not sufficiently guarantee their independence | Base: If Fairly bad or Very bad at Q1,,Lien_vers_fl_519_volume_B.xlsx,"How well does the status and position of judges in THIS COUNTRY ensure their independence, according to you? (Explanation provided)"
Q2a_1f,Q2a_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from government and politicians | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How much does interference or pressure from government and politicians contribute to your rating of the independence of the justice system in THIS COUNTRY?
Q2a_2f,Q2a_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): Interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How much does interference or pressure from economic or other specific interests contribute to your rating of this country's justice system independence?
Q2a_3f,Q2a_3f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): The status and position of judges do not sufficiently guarantee their independence | Base: All,,Lien_vers_fl_519_volume_B.xlsx,"How well does the status and position of judges in THIS COUNTRY ensure the independence of the justice system, according to you?"
Q2b_1,Q2b_1 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx,How much does the absence of government and political interference contribute to your view of this country's justice system independence?
Q2b_2,Q2b_2 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx,How much does each of the following factors contribute to your view of the independence of the justice system in (THIS COUNTRY)? - No interference or pressure from economic or other specific interests?
Q2b_3,Q2b_3 Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):The status and position of judges sufficiently guarantee their independence | Base: If Very good or Fairly good at Q1,,Lien_vers_fl_519_volume_B.xlsx,How well do each of the following factors explain your view of this country's justice system independence? - The status and position of judges sufficiently guarantee their independence.
Q2b_1f,Q2b_1f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY): No interference or pressure from government and politicians | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How much does the absence of government and political interference contribute to your rating of this country's justice system independence?
Q2b_2f,Q2b_2f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):No interference or pressure from economic or other specific interests | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How much does each of the following reasons contribute to your rating of the independence of the justice system in THIS COUNTRY: No interference or pressure from economic or other specific interests?
Q2b_3f,Q2b_3f Could you tell me to what extent each of the following reasons explains your rating of the independence of the justice system in (THIS COUNTRY):The status and position of judges sufficiently guarantee their independence | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How much does each reason contribute to your rating of the independence of the justice system in THIS COUNTRY? - The status and position of judges sufficiently guarantee their independence.
D1r1,D1r1 How old are you? 4 categories | Base: All,,Lien_vers_fl_519_volume_B.xlsx,What is your age category? (Four options available)
D1r2,D1r2 How old are you? 6 categories | Base: All,,Lien_vers_fl_519_volume_B.xlsx,What is your age category? (Six options available)
D2,D2 Which of the following describes how you think of yourself? | Base: All,,Lien_vers_fl_519_volume_B.xlsx,How do you see yourself in relation to the following options? (All respondents)
D3a,D3a What is your nationality? Please tell me the country(ies) that applies(y). | Base: All,,Lien_vers_fl_519_volume_B.xlsx,What is your nationality? List the countries that apply. (All respondents)
D5,D5 How old were you when you stopped full-time education? | Base: All,,Lien_vers_fl_519_volume_B.xlsx,What is your current age at which you completed full-time education? (For all respondents)
D6,"D6 As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_fl_519_volume_B.xlsx,What is your current occupation?
D6r,"D6r As far as your current occupation is concerned, would you say you are…? | Base: All",,Lien_vers_fl_519_volume_B.xlsx,What is your current occupation?
D13,D13 Would you say you live in a...? | Base: All,,Lien_vers_fl_519_volume_B.xlsx,Do you consider yourself as living in...? (All)
D22,"D22 How many people aged 15 years or more live in your household, yourself included? | Base: All",,Lien_vers_fl_519_volume_B.xlsx,"How many people aged 15 and over are living in your household, including you? (All respondents)"
T1,B Fieldwork country,B Pays du travail de terrain,ebs_504_volume_B.xlsx,What is the current country where the survey is being conducted?
T2,Q1NAT What is your nationality? Please tell me the country(ies) that applies(y).,Q1NAT Quelle est votre nationalité ? Veuillez indiquer le(s) pays qui s'applique(nt).,ebs_504_volume_B.xlsx,What is your nationality? List the countries you identify with.
T3,"QA1 Do you think that, in the EU, agriculture and rural areas are ... for our future? (ONE ANSWER ONLY)","QA1 Pensez-vous que, dans l'Union européenne, l'agriculture et les zones rurales sont ... pour notre futur ? (UNE SEULE REPONSE)",ebs_504_volume_B.xlsx,Is agriculture and rural areas in the EU beneficial for our future? (Choose one answer)
T4,QA2 Have you ever heard of the support that the EU gives farmers through its Common Agricultural Policy (CAP)? (ONE ANSWER ONLY),QA2 Avez-vous déjà entendu parler du soutien que l'Union Européenne accorde aux agriculteurs dans le cadre de sa politique agricole commune (PAC) ? (UNE SEULE REPONSE),ebs_504_volume_B.xlsx,Have you ever heard about the EU's support for farmers through the Common Agricultural Policy (CAP)? (YES/NO)
T5,QA3 To what extent do you agree or disagree with the following statement: the Common Agricultural Policy (CAP) benefits all European citizens and not only farmers. (ONE ANSWER ONLY),QA3 Dans quelle mesure êtes-vous d'accord ou pas d'accord avec la proposition suivante : la politique agricole commune (PAC) bénéficie à l'ensemble des citoyens européens et pas seulement aux agriculteurs. (UNE SEULE REPONSE),ebs_504_volume_B.xlsx,"Does the Common Agricultural Policy (CAP) benefit all European citizens, not just farmers? (ONE ANSWER ONLY)"
T6,"QA4 In your opinion, which of the following should be the main objectives of the EU in terms of agriculture and rural development policy? (MULTIPLE ANSWER POSSIBLE)","QA4 Selon vous, quelles devraient être les principaux objectifs de l'Union européenne en matière de politique agricole et de développement rural ? (PLUSIEURS REPONSES POSSIBLES)",ebs_504_volume_B.xlsx,"What are the main objectives for the EU's agriculture and rural development policy, according to you? (Multiple answers possible)"
T7,QA5.1 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a fair standard of living for farmers,QA5.1 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Assurer un niveau de vie correct aux agriculteurs,ebs_504_volume_B.xlsx,Is the EU's Common Agricultural Policy (CAP) effectively ensuring a fair standard of living for farmers? (Choose one answer.)
T8,QA5.2 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Creating growth and jobs in rural areas,QA5.2 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Créer de la croissance et des emplois dans les zones rurales,ebs_504_volume_B.xlsx,Is the EU's Common Agricultural Policy (CAP) effective in promoting growth and job creation in rural areas? (Choose one answer.)
T9,QA5.3 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring reasonable food prices for consumers,QA5.3 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-S'assurer que les consommateurs aient des prix raisonnables pour les produits alimentaires,ebs_504_volume_B.xlsx,Is the EU's Common Agricultural Policy (CAP) effectively ensuring reasonable food prices for consumers? (Choose one answer.)
T10,QA5.4 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Securing a stable supply of food in the EU,QA5.4 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Garantir un approvisionnement alimentaire stable dans l'Union Européenne,ebs_504_volume_B.xlsx,Is the EU's Common Agricultural Policy (CAP) effectively securing a stable supply of food in the EU? (Choose one answer.)
T11,QA5.5 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Ensuring a sustainable way to produce food,QA5.5 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Assurer une façon durable de produire des aliments,ebs_504_volume_B.xlsx,Is the EU's Common Agricultural Policy (CAP) effectively promoting sustainable food production? (Choose one answer.)
T12,QA5.6 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Protecting the environment and tackling climate change,QA5.6 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Protéger l'environnement et lutter contre le changement climatique,ebs_504_volume_B.xlsx,Is the EU's Common Agricultural Policy (CAP) effective in protecting the environment and addressing climate change? (Choose one answer.)
T13,"QA5.7 To what extent do you think the EU through the Common Agricultural Policy (CAP) is fulfilling its role in ... ? (ONE ANSWER ONLY):-Providing safe, healthy food of high quality","QA5.7 Dans quelle mesure pensez-vous que l'Union européenne à travers la politique agricole commune (PAC) remplit son rôle pour ... ? (UNE SEULE REPONSE):-Fournir de la nourriture sûre, saine et de grande qualité",ebs_504_volume_B.xlsx,"How well does the EU's Common Agricultural Policy (CAP) provide safe, healthy food of high quality? (Choose one answer.)"
T14,QA6 What do you think should be the two main responsibilities of farmers in our society? (TWO ANSWER MAXIMUM),"QA6 D'après vous, quelles devraient être les deux responsabilités principales des agriculteurs dans notre société ? (DEUX REPONSE MAXIMUM)",ebs_504_volume_B.xlsx,What are the top two responsibilities you believe farmers should have in our society? (Maximum 2 answers)
